report_date,region,class,type,volume,pct_chg
2021-06-21,Southwest (SW),,Specialty,6.5,8.9%
2021-06-21,Southwest (SW),Extra Large,,20.2,-9.5%
2021-06-21,Southwest (SW),Jumbo,,3.6,-0.6%
2021-06-21,Southwest (SW),Large,,76.1,10.3%
2021-06-21,Southwest (SW),Medium,,27.5,-6.0%
2021-06-21,Southwest (SW),Misc,,2.4,41.7%
2021-06-21,Southwest (SW),Small,,5.0,11.9%
2021-06-21,Southwest (SW),Total,,171.3,1.7%
2021-06-21,Southwest (SW),Ungraded,,36.5,-4.0%
2021-06-28,,Breaking Stock,,349.2,1.5%
2021-06-28,6-Area,,Cage-Free,178.3,-0.4%
2021-06-28,6-Area,,Organic,143.9,14.1%
2021-06-28,6-Area,,Specialty,36.9,-21.3%
2021-06-28,6-Area,Extra Large,,176.0,1.3%
2021-06-28,6-Area,Jumbo,,45.7,18.3%
2021-06-28,6-Area,Large,,751.6,0.4%
2021-06-28,6-Area,Medium,,172.4,-7.1%
2021-06-28,6-Area,Misc,,74.9,9.4%
2021-06-28,6-Area,Small,,22.0,9.8%
2021-06-28,6-Area,Total,,1626.0,1.3%
2021-06-28,6-Area,Ungraded,,383.5,3.7%
2021-06-28,Midwest (MW),,Cage-Free,109.4,-2.6%
2021-06-28,Midwest (MW),,Organic,59.6,8.1%
2021-06-28,Midwest (MW),,Specialty,0.0,-57.0%
2021-06-28,Midwest (MW),Extra Large,,34.4,15.6%
2021-06-28,Midwest (MW),Jumbo,,8.9,9.4%
2021-06-28,Midwest (MW),Large,,167.0,1.4%
2021-06-28,Midwest (MW),Medium,,40.1,-24.1%
2021-06-28,Midwest (MW),Misc,,30.0,1.3%
2021-06-28,Midwest (MW),Small,,4.7,-8.9%
2021-06-28,Midwest (MW),Total,,504.6,0.7%
2021-06-28,Midwest (MW),Ungraded,,219.5,4.1%
2021-06-28,Northeast (NE),,Cage-Free,2.5,-16.7%
2021-06-28,Northeast (NE),,Organic,21.5,14.8%
2021-06-28,Northeast (NE),,Specialty,12.7,1.0%
2021-06-28,Northeast (NE),Extra Large,,42.5,0.8%
2021-06-28,Northeast (NE),Jumbo,,6.0,1.3%
2021-06-28,Northeast (NE),Large,,105.8,-5.7%
2021-06-28,Northeast (NE),Medium,,20.1,-12.3%
2021-06-28,Northeast (NE),Misc,,15.9,0.5%
2021-06-28,Northeast (NE),Small,,5.6,32.8%
2021-06-28,Northeast (NE),Total,,229.5,-1.2%
2021-06-28,Northeast (NE),Ungraded,,33.6,15.6%
2021-06-28,Northwest (NW),,Cage-Free,15.7,-7.1%
2021-06-28,Northwest (NW),,Organic,3.5,-1.2%
2021-06-28,Northwest (NW),,Specialty,0.8,-17.1%
2021-06-28,Northwest (NW),Extra Large,,4.5,-22.2%
2021-06-28,Northwest (NW),Jumbo,,3.4,-19.5%
2021-06-28,Northwest (NW),Large,,63.0,4.1%
2021-06-28,Northwest (NW),Medium,,12.9,10.4%
2021-06-28,Northwest (NW),Misc,,1.1,11.6%
2021-06-28,Northwest (NW),Small,,0.2,-82.7%
2021-06-28,Northwest (NW),Total,,100.0,1.5%
2021-06-28,Northwest (NW),Ungraded,,14.8,5.2%
2021-06-28,South Central (SC),,Cage-Free,25.7,2.9%
2021-06-28,South Central (SC),,Organic,17.6,45.2%
2021-06-28,South Central (SC),,Specialty,4.4,-51.7%
2021-06-28,South Central (SC),Extra Large,,35.5,-2.7%
2021-06-28,South Central (SC),Jumbo,,16.6,69.9%
2021-06-28,South Central (SC),Large,,188.4,4.4%
2021-06-28,South Central (SC),Medium,,44.5,21.7%
2021-06-28,South Central (SC),Misc,,16.1,38.8%
2021-06-28,South Central (SC),Small,,4.9,57.1%
2021-06-28,South Central (SC),Total,,341.1,8.4%
2021-06-28,South Central (SC),Ungraded,,35.0,-4.0%
2021-06-28,Southeast (SE),,Cage-Free,14.2,24.6%
2021-06-28,Southeast (SE),,Organic,9.4,20.5%
2021-06-28,Southeast (SE),,Specialty,16.9,-4.2%
2021-06-28,Southeast (SE),Extra Large,,39.3,-0.1%
2021-06-28,Southeast (SE),Jumbo,,7.3,2.9%
2021-06-28,Southeast (SE),Large,,159.8,3.3%
2021-06-28,Southeast (SE),Medium,,20.6,-39.2%
2021-06-28,Southeast (SE),Misc,,10.1,28.1%
2021-06-28,Southeast (SE),Small,,1.4,18.3%
2021-06-28,Southeast (SE),Total,,280.6,-2.3%
2021-06-28,Southeast (SE),Ungraded,,42.1,-2.1%
2021-06-28,Southwest (SW),,Cage-Free,10.7,4.3%
2021-06-28,Southwest (SW),,Organic,32.5,11.6%
2021-06-28,Southwest (SW),,Specialty,2.1,-68.2%
2021-06-28,Southwest (SW),Extra Large,,19.8,-2.2%
2021-06-28,Southwest (SW),Jumbo,,3.5,-2.9%
2021-06-28,Southwest (SW),Large,,67.5,-11.3%
2021-06-28,Southwest (SW),Medium,,34.2,24.3%
2021-06-28,Southwest (SW),Misc,,1.7,-30.6%
2021-06-28,Southwest (SW),Small,,5.1,2.4%
2021-06-28,Southwest (SW),Total,,170.2,-0.7%
2021-06-28,Southwest (SW),Ungraded,,38.5,5.4%
2021-07-05,,Breaking Stock,,363.4,4.1%
2021-07-05,6-Area,,Cage-Free,168.6,-5.4%
2021-07-05,6-Area,,Organic,140.9,-2.1%
2021-07-05,6-Area,,Specialty,43.8,18.7%
2021-07-05,6-Area,Extra Large,,150.5,-14.5%
2021-07-05,6-Area,Jumbo,,37.3,-18.4%
2021-07-05,6-Area,Large,,703.5,-6.4%
2021-07-05,6-Area,Medium,,173.5,0.6%
2021-07-05,6-Area,Misc,,69.6,-7.1%
2021-07-05,6-Area,Small,,26.3,19.5%
2021-07-05,6-Area,Total,,1561.9,-3.9%
2021-07-05,6-Area,Ungraded,,401.3,4.6%
2021-07-05,Midwest (MW),,Cage-Free,99.3,-9.2%
2021-07-05,Midwest (MW),,Organic,61.0,2.3%
2021-07-05,Midwest (MW),,Specialty,0.0,
2021-07-05,Midwest (MW),Extra Large,,27.9,-18.9%
2021-07-05,Midwest (MW),Jumbo,,9.4,6.2%
2021-07-05,Midwest (MW),Large,,131.7,-21.1%
2021-07-05,Midwest (MW),Medium,,47.3,18.0%
2021-07-05,Midwest (MW),Misc,,28.5,-5.1%
2021-07-05,Midwest (MW),Small,,4.0,-15.1%
2021-07-05,Midwest (MW),Total,,476.1,-5.7%
2021-07-05,Midwest (MW),Ungraded,,227.2,3.5%
2021-07-05,Northeast (NE),,Cage-Free,3.0,19.7%
2021-07-05,Northeast (NE),,Organic,20.4,-5.2%
2021-07-05,Northeast (NE),,Specialty,13.5,6.5%
2021-07-05,Northeast (NE),Extra Large,,38.2,-10.2%
2021-07-05,Northeast (NE),Jumbo,,5.4,-10.3%
2021-07-05,Northeast (NE),Large,,111.8,5.7%
2021-07-05,Northeast (NE),Medium,,20.4,1.6%
2021-07-05,Northeast (NE),Misc,,15.9,-0.1%
2021-07-05,Northeast (NE),Small,,7.0,25.5%
2021-07-05,Northeast (NE),Total,,233.9,1.9%
2021-07-05,Northeast (NE),Ungraded,,35.1,4.6%
2021-07-05,Northwest (NW),,Cage-Free,13.4,-14.4%
2021-07-05,Northwest (NW),,Organic,2.4,-30.8%
2021-07-05,Northwest (NW),,Specialty,0.7,-14.3%
2021-07-05,Northwest (NW),Extra Large,,3.7,-18.4%
2021-07-05,Northwest (NW),Jumbo,,3.3,-2.1%
2021-07-05,Northwest (NW),Large,,64.0,1.6%
2021-07-05,Northwest (NW),Medium,,10.5,-18.4%
2021-07-05,Northwest (NW),Misc,,1.1,1.5%
2021-07-05,Northwest (NW),Small,,1.7,772.5%
2021-07-05,Northwest (NW),Total,,106.0,6.0%
2021-07-05,Northwest (NW),Ungraded,,21.6,46.0%
2021-07-05,South Central (SC),,Cage-Free,24.7,-4.0%
2021-07-05,South Central (SC),,Organic,16.5,-6.3%
2021-07-05,South Central (SC),,Specialty,3.6,-18.6%
2021-07-05,South Central (SC),Extra Large,,31.3,-11.8%
2021-07-05,South Central (SC),Jumbo,,9.9,-40.5%
2021-07-05,South Central (SC),Large,,185.5,-1.5%
2021-07-05,South Central (SC),Medium,,49.5,11.4%
2021-07-05,South Central (SC),Misc,,11.9,-26.0%
2021-07-05,South Central (SC),Small,,5.3,7.7%
2021-07-05,South Central (SC),Total,,325.2,-4.7%
2021-07-05,South Central (SC),Ungraded,,31.8,-9.2%
2021-07-05,Southeast (SE),,Cage-Free,12.9,-9.0%
2021-07-05,Southeast (SE),,Organic,8.5,-9.9%
2021-07-05,Southeast (SE),,Specialty,17.3,2.6%
2021-07-05,Southeast (SE),Extra Large,,31.3,-20.5%
2021-07-05,Southeast (SE),Jumbo,,5.8,-20.6%
2021-07-05,Southeast (SE),Large,,151.5,-5.2%
2021-07-05,Southeast (SE),Medium,,17.1,-16.8%
2021-07-05,Southeast (SE),Misc,,10.4,2.6%
2021-07-05,Southeast (SE),Small,,1.6,12.9%
2021-07-05,Southeast (SE),Total,,256.6,-8.6%
2021-07-05,Southeast (SE),Ungraded,,38.9,-7.6%
2021-07-05,Southwest (SW),,Cage-Free,15.3,42.8%
2021-07-05,Southwest (SW),,Organic,32.2,-1.1%
2021-07-05,Southwest (SW),,Specialty,8.7,312.1%
2021-07-05,Southwest (SW),Extra Large,,18.2,-8.1%
2021-07-05,Southwest (SW),Jumbo,,3.5,-0.9%
2021-07-05,Southwest (SW),Large,,58.8,-12.9%
2021-07-05,Southwest (SW),Medium,,28.6,-16.5%
2021-07-05,Southwest (SW),Misc,,1.8,7.2%
2021-07-05,Southwest (SW),Small,,6.7,30.7%
2021-07-05,Southwest (SW),Total,,164.2,-3.6%
2021-07-05,Southwest (SW),Ungraded,,46.6,21.1%
2021-07-12,,Breaking Stock,,374.9,3.2%
2021-07-12,6-Area,,Cage-Free,160.7,-4.7%
2021-07-12,6-Area,,Organic,135.9,-3.5%
2021-07-12,6-Area,,Specialty,41.3,-5.7%
2021-07-12,6-Area,Extra Large,,145.5,-3.3%
2021-07-12,6-Area,Jumbo,,36.6,-1.9%
2021-07-12,6-Area,Large,,701.8,-0.2%
2021-07-12,6-Area,Medium,,175.5,1.2%
2021-07-12,6-Area,Misc,,68.6,-1.5%
2021-07-12,6-Area,Small,,19.3,-26.4%
2021-07-12,6-Area,Total,,1540.1,-1.4%
2021-07-12,6-Area,Ungraded,,392.7,-2.1%
2021-07-12,Midwest (MW),,Cage-Free,94.4,-4.9%
2021-07-12,Midwest (MW),,Organic,57.7,-5.3%
2021-07-12,Midwest (MW),,Specialty,0.1,
2021-07-12,Midwest (MW),Extra Large,,27.1,-2.7%
2021-07-12,Midwest (MW),Jumbo,,10.9,16.4%
2021-07-12,Midwest (MW),Large,,144.9,10.0%
2021-07-12,Midwest (MW),Medium,,42.0,-11.3%
2021-07-12,Midwest (MW),Misc,,26.5,-7.1%
2021-07-12,Midwest (MW),Small,,3.8,-6.1%
2021-07-12,Midwest (MW),Total,,484.8,1.8%
2021-07-12,Midwest (MW),Ungraded,,229.6,1.1%
2021-07-12,Northeast (NE),,Cage-Free,3.1,3.1%
2021-07-12,Northeast (NE),,Organic,21.5,5.3%
2021-07-12,Northeast (NE),,Specialty,12.5,-7.6%
2021-07-12,Northeast (NE),Extra Large,,33.6,-12.0%
2021-07-12,Northeast (NE),Jumbo,,4.2,-21.8%
2021-07-12,Northeast (NE),Large,,98.0,-12.3%
2021-07-12,Northeast (NE),Medium,,22.8,11.6%
2021-07-12,Northeast (NE),Misc,,15.9,-0.1%
2021-07-12,Northeast (NE),Small,,5.9,-15.4%
2021-07-12,Northeast (NE),Total,,219.6,-6.1%
2021-07-12,Northeast (NE),Ungraded,,39.1,11.5%
2021-07-12,Northwest (NW),,Cage-Free,13.3,-0.5%
2021-07-12,Northwest (NW),,Organic,3.5,46.6%
2021-07-12,Northwest (NW),,Specialty,0.8,12.3%
2021-07-12,Northwest (NW),Extra Large,,4.2,13.3%
2021-07-12,Northwest (NW),Jumbo,,2.3,-29.9%
2021-07-12,Northwest (NW),Large,,59.8,-6.5%
2021-07-12,Northwest (NW),Medium,,12.7,20.5%
2021-07-12,Northwest (NW),Misc,,1.1,1.5%
2021-07-12,Northwest (NW),Small,,0.7,-57.7%
2021-07-12,Northwest (NW),Total,,99.2,-6.4%
2021-07-12,Northwest (NW),Ungraded,,18.4,-15.0%
2021-07-12,South Central (SC),,Cage-Free,23.5,-4.8%
2021-07-12,South Central (SC),,Organic,12.4,-24.8%
2021-07-12,South Central (SC),,Specialty,3.7,2.4%
2021-07-12,South Central (SC),Extra Large,,30.4,-2.7%
2021-07-12,South Central (SC),Jumbo,,9.3,-6.1%
2021-07-12,South Central (SC),Large,,187.7,1.2%
2021-07-12,South Central (SC),Medium,,51.3,3.6%
2021-07-12,South Central (SC),Misc,,11.8,-1.0%
2021-07-12,South Central (SC),Small,,3.8,-28.0%
2021-07-12,South Central (SC),Total,,319.7,-1.7%
2021-07-12,South Central (SC),Ungraded,,25.3,-20.4%
2021-07-12,Southeast (SE),,Cage-Free,12.7,-1.8%
2021-07-12,Southeast (SE),,Organic,8.2,-3.1%
2021-07-12,Southeast (SE),,Specialty,16.5,-4.8%
2021-07-12,Southeast (SE),Extra Large,,30.5,-2.7%
2021-07-12,Southeast (SE),Jumbo,,6.3,7.8%
2021-07-12,Southeast (SE),Large,,139.4,-8.0%
2021-07-12,Southeast (SE),Medium,,14.5,-14.9%
2021-07-12,Southeast (SE),Misc,,11.1,6.4%
2021-07-12,Southeast (SE),Small,,0.5,-70.3%
2021-07-12,Southeast (SE),Total,,238.9,-6.9%
2021-07-12,Southeast (SE),Ungraded,,36.7,-5.8%
2021-07-12,Southwest (SW),,Cage-Free,13.7,-10.6%
2021-07-12,Southwest (SW),,Organic,32.5,1.1%
2021-07-12,Southwest (SW),,Specialty,7.8,-10.9%
2021-07-12,Southwest (SW),Extra Large,,19.6,7.9%
2021-07-12,Southwest (SW),Jumbo,,3.6,1.7%
2021-07-12,Southwest (SW),Large,,71.9,22.3%
2021-07-12,Southwest (SW),Medium,,32.3,13.1%
2021-07-12,Southwest (SW),Misc,,2.3,25.5%
2021-07-12,Southwest (SW),Small,,4.7,-30.4%
2021-07-12,Southwest (SW),Total,,178.0,8.4%
2021-07-12,Southwest (SW),Ungraded,,43.6,-6.4%
2021-07-19,,Breaking Stock,,368.0,-1.8%
2021-07-19,6-Area,,Cage-Free,154.3,-4.0%
2021-07-19,6-Area,,Organic,133.3,-1.9%
2021-07-19,6-Area,,Specialty,30.8,-25.3%
2021-07-19,6-Area,Extra Large,,142.8,-1.9%
2021-07-19,6-Area,Jumbo,,37.0,1.1%
2021-07-19,6-Area,Large,,695.5,-0.9%
2021-07-19,6-Area,Medium,,163.3,-7.0%
2021-07-19,6-Area,Misc,,76.7,11.8%
2021-07-19,6-Area,Small,,17.2,-11.1%
2021-07-19,6-Area,Total,,1495.5,-2.9%
2021-07-19,6-Area,Ungraded,,363.1,-7.5%
2021-07-19,Midwest (MW),,Cage-Free,100.2,6.1%
2021-07-19,Midwest (MW),,Organic,56.5,-2.0%
2021-07-19,Midwest (MW),,Specialty,0.1,-9.0%
2021-07-19,Midwest (MW),Extra Large,,29.9,10.2%
2021-07-19,Midwest (MW),Jumbo,,9.9,-9.2%
2021-07-19,Midwest (MW),Large,,162.2,11.9%
2021-07-19,Midwest (MW),Medium,,41.6,-1.0%
2021-07-19,Midwest (MW),Misc,,29.1,9.7%
2021-07-19,Midwest (MW),Small,,4.9,29.1%
2021-07-19,Midwest (MW),Total,,491.5,1.4%
2021-07-19,Midwest (MW),Ungraded,,214.0,-6.8%
2021-07-19,Northeast (NE),,Cage-Free,1.4,-56.2%
2021-07-19,Northeast (NE),,Organic,20.3,-5.4%
2021-07-19,Northeast (NE),,Specialty,10.7,-14.0%
2021-07-19,Northeast (NE),Extra Large,,33.3,-1.0%
2021-07-19,Northeast (NE),Jumbo,,4.6,8.8%
2021-07-19,Northeast (NE),Large,,92.6,-5.6%
2021-07-19,Northeast (NE),Medium,,25.2,10.5%
2021-07-19,Northeast (NE),Misc,,17.2,8.4%
2021-07-19,Northeast (NE),Small,,4.4,-25.7%
2021-07-19,Northeast (NE),Total,,208.4,-5.1%
2021-07-19,Northeast (NE),Ungraded,,31.2,-20.2%
2021-07-19,Northwest (NW),,Cage-Free,13.3,-0.1%
2021-07-19,Northwest (NW),,Organic,2.4,-30.2%
2021-07-19,Northwest (NW),,Specialty,0.8,-5.6%
2021-07-19,Northwest (NW),Extra Large,,4.5,6.6%
2021-07-19,Northwest (NW),Jumbo,,2.3,2.0%
2021-07-19,Northwest (NW),Large,,59.6,-0.3%
2021-07-19,Northwest (NW),Medium,,9.6,-24.8%
2021-07-19,Northwest (NW),Misc,,1.6,47.3%
2021-07-19,Northwest (NW),Small,,0.9,32.7%
2021-07-19,Northwest (NW),Total,,103.5,4.3%
2021-07-19,Northwest (NW),Ungraded,,25.0,35.7%
2021-07-19,South Central (SC),,Cage-Free,20.1,-14.4%
2021-07-19,South Central (SC),,Organic,11.6,-6.2%
2021-07-19,South Central (SC),,Specialty,3.5,-5.0%
2021-07-19,South Central (SC),Extra Large,,29.7,-2.3%
2021-07-19,South Central (SC),Jumbo,,8.8,-4.9%
2021-07-19,South Central (SC),Large,,175.7,-6.4%
2021-07-19,South Central (SC),Medium,,40.3,-21.5%
2021-07-19,South Central (SC),Misc,,18.1,53.3%
2021-07-19,South Central (SC),Small,,2.8,-27.6%
2021-07-19,South Central (SC),Total,,298.5,-6.6%
2021-07-19,South Central (SC),Ungraded,,23.1,-8.6%
2021-07-19,Southeast (SE),,Cage-Free,9.7,-23.9%
2021-07-19,Southeast (SE),,Organic,9.3,13.1%
2021-07-19,Southeast (SE),,Specialty,13.8,-16.3%
2021-07-19,Southeast (SE),Extra Large,,26.5,-13.2%
2021-07-19,Southeast (SE),Jumbo,,6.1,-3.6%
2021-07-19,Southeast (SE),Large,,130.7,-6.2%
2021-07-19,Southeast (SE),Medium,,15.2,5.1%
2021-07-19,Southeast (SE),Misc,,8.7,-22.0%
2021-07-19,Southeast (SE),Small,,1.2,142.6%
2021-07-19,Southeast (SE),Total,,224.6,-6.0%
2021-07-19,Southeast (SE),Ungraded,,36.2,-1.3%
2021-07-19,Southwest (SW),,Cage-Free,9.7,-29.1%
2021-07-19,Southwest (SW),,Organic,33.1,1.8%
2021-07-19,Southwest (SW),,Specialty,1.9,-75.5%
2021-07-19,Southwest (SW),Extra Large,,19.0,-3.2%
2021-07-19,Southwest (SW),Jumbo,,5.3,46.2%
2021-07-19,Southwest (SW),Large,,74.8,4.0%
2021-07-19,Southwest (SW),Medium,,31.5,-2.6%
2021-07-19,Southwest (SW),Misc,,2.0,-11.7%
2021-07-19,Southwest (SW),Small,,3.0,-36.7%
2021-07-19,Southwest (SW),Total,,169.0,-5.0%
2021-07-19,Southwest (SW),Ungraded,,33.6,-23.0%
2021-07-26,,Breaking Stock,,349.9,-4.9%
2021-07-26,6-Area,,Cage-Free,146.7,-4.9%
2021-07-26,6-Area,,Organic,130.8,-1.9%
2021-07-26,6-Area,,Specialty,40.4,31.0%
2021-07-26,6-Area,Extra Large,,158.8,11.2%
2021-07-26,6-Area,Jumbo,,39.5,6.7%
2021-07-26,6-Area,Large,,743.8,7.0%
2021-07-26,6-Area,Medium,,165.3,1.3%
2021-07-26,6-Area,Misc,,73.7,-3.9%
2021-07-26,6-Area,Small,,14.4,-16.5%
2021-07-26,6-Area,Total,,1533.0,2.5%
2021-07-26,6-Area,Ungraded,,337.5,-7.1%
2021-07-26,Midwest (MW),,Cage-Free,93.7,-6.5%
2021-07-26,Midwest (MW),,Organic,57.9,2.5%
2021-07-26,Midwest (MW),,Specialty,0.1,-20.0%
2021-07-26,Midwest (MW),Extra Large,,35.5,18.8%
2021-07-26,Midwest (MW),Jumbo,,11.2,12.7%
2021-07-26,Midwest (MW),Large,,195.0,20.2%
2021-07-26,Midwest (MW),Medium,,45.0,8.2%
2021-07-26,Midwest (MW),Misc,,28.7,-1.3%
2021-07-26,Midwest (MW),Small,,4.2,-13.7%
2021-07-26,Midwest (MW),Total,,513.5,4.5%
2021-07-26,Midwest (MW),Ungraded,,193.9,-9.4%
2021-07-26,Northeast (NE),,Cage-Free,1.0,-30.1%
2021-07-26,Northeast (NE),,Organic,19.8,-2.4%
2021-07-26,Northeast (NE),,Specialty,13.8,28.9%
2021-07-26,Northeast (NE),Extra Large,,39.7,19.3%
2021-07-26,Northeast (NE),Jumbo,,4.8,5.3%
2021-07-26,Northeast (NE),Large,,103.3,11.6%
2021-07-26,Northeast (NE),Medium,,20.8,-17.5%
2021-07-26,Northeast (NE),Misc,,15.9,-7.4%
2021-07-26,Northeast (NE),Small,,4.5,2.8%
2021-07-26,Northeast (NE),Total,,216.3,3.8%
2021-07-26,Northeast (NE),Ungraded,,27.2,-12.8%
2021-07-26,Northwest (NW),,Cage-Free,11.7,-11.9%
2021-07-26,Northwest (NW),,Organic,2.5,3.3%
2021-07-26,Northwest (NW),,Specialty,0.5,-33.3%
2021-07-26,Northwest (NW),Extra Large,,4.2,-7.5%
2021-07-26,Northwest (NW),Jumbo,,1.9,-16.2%
2021-07-26,Northwest (NW),Large,,51.9,-13.0%
2021-07-26,Northwest (NW),Medium,,9.3,-3.0%
2021-07-26,Northwest (NW),Misc,,1.4,-11.9%
2021-07-26,Northwest (NW),Small,,0.8,-15.6%
2021-07-26,Northwest (NW),Total,,90.5,-12.6%
2021-07-26,Northwest (NW),Ungraded,,21.1,-15.7%
2021-07-26,South Central (SC),,Cage-Free,19.0,-5.5%
2021-07-26,South Central (SC),,Organic,13.2,13.7%
2021-07-26,South Central (SC),,Specialty,2.8,-19.6%
2021-07-26,South Central (SC),Extra Large,,29.7,-0.1%
2021-07-26,South Central (SC),Jumbo,,11.3,28.9%
2021-07-26,South Central (SC),Large,,164.4,-6.5%
2021-07-26,South Central (SC),Medium,,41.2,2.2%
2021-07-26,South Central (SC),Misc,,15.7,-13.0%
2021-07-26,South Central (SC),Small,,1.2,-56.6%
2021-07-26,South Central (SC),Total,,289.9,-2.9%
2021-07-26,South Central (SC),Ungraded,,26.4,14.1%
2021-07-26,Southeast (SE),,Cage-Free,11.0,13.7%
2021-07-26,Southeast (SE),,Organic,8.5,-8.1%
2021-07-26,Southeast (SE),,Specialty,16.1,16.7%
2021-07-26,Southeast (SE),Extra Large,,28.1,6.0%
2021-07-26,Southeast (SE),Jumbo,,6.2,1.8%
2021-07-26,Southeast (SE),Large,,156.8,20.0%
2021-07-26,Southeast (SE),Medium,,20.7,36.5%
2021-07-26,Southeast (SE),Misc,,9.0,3.6%
2021-07-26,Southeast (SE),Small,,1.8,51.2%
2021-07-26,Southeast (SE),Total,,253.6,12.9%
2021-07-26,Southeast (SE),Ungraded,,30.9,-14.7%
2021-07-26,Southwest (SW),,Cage-Free,10.2,5.6%
2021-07-26,Southwest (SW),,Organic,28.8,-12.9%
2021-07-26,Southwest (SW),,Specialty,7.0,270.1%
2021-07-26,Southwest (SW),Extra Large,,21.6,13.9%
2021-07-26,Southwest (SW),Jumbo,,4.0,-24.6%
2021-07-26,Southwest (SW),Large,,72.5,-3.1%
2021-07-26,Southwest (SW),Medium,,28.3,-10.2%
2021-07-26,Southwest (SW),Misc,,2.9,44.7%
2021-07-26,Southwest (SW),Small,,1.8,-39.4%
2021-07-26,Southwest (SW),Total,,169.2,0.1%
2021-07-26,Southwest (SW),Ungraded,,38.1,13.4%
2021-08-02,,Breaking Stock,,365.3,4.4%
2021-08-02,6-Area,,Cage-Free,150.8,2.8%
2021-08-02,6-Area,,Organic,125.1,-4.3%
2021-08-02,6-Area,,Specialty,41.8,3.5%
2021-08-02,6-Area,Extra Large,,160.3,1.0%
2021-08-02,6-Area,Jumbo,,39.0,-1.4%
2021-08-02,6-Area,Large,,727.1,-2.2%
2021-08-02,6-Area,Medium,,180.0,8.9%
2021-08-02,6-Area,Misc,,71.4,-3.1%
2021-08-02,6-Area,Small,,19.6,36.1%
2021-08-02,6-Area,Total,,1522.2,-0.7%
2021-08-02,6-Area,Ungraded,,324.7,-3.8%
2021-08-02,Midwest (MW),,Cage-Free,91.5,-2.4%
2021-08-02,Midwest (MW),,Organic,55.6,-4.1%
2021-08-02,Midwest (MW),,Specialty,0.1,-14.0%
2021-08-02,Midwest (MW),Extra Large,,29.6,-16.8%
2021-08-02,Midwest (MW),Jumbo,,10.7,-4.8%
2021-08-02,Midwest (MW),Large,,178.4,-8.5%
2021-08-02,Midwest (MW),Medium,,52.2,16.0%
2021-08-02,Midwest (MW),Misc,,27.4,-4.5%
2021-08-02,Midwest (MW),Small,,5.9,40.9%
2021-08-02,Midwest (MW),Total,,486.1,-5.3%
2021-08-02,Midwest (MW),Ungraded,,182.0,-6.1%
2021-08-02,Northeast (NE),,Cage-Free,0.8,-22.8%
2021-08-02,Northeast (NE),,Organic,19.4,-2.0%
2021-08-02,Northeast (NE),,Specialty,11.5,-16.8%
2021-08-02,Northeast (NE),Extra Large,,49.2,23.9%
2021-08-02,Northeast (NE),Jumbo,,4.6,-5.2%
2021-08-02,Northeast (NE),Large,,109.7,6.2%
2021-08-02,Northeast (NE),Medium,,23.7,13.9%
2021-08-02,Northeast (NE),Misc,,16.0,0.5%
2021-08-02,Northeast (NE),Small,,8.1,81.1%
2021-08-02,Northeast (NE),Total,,237.3,9.7%
2021-08-02,Northeast (NE),Ungraded,,26.1,-4.2%
2021-08-02,Northwest (NW),,Cage-Free,12.2,4.6%
2021-08-02,Northwest (NW),,Organic,2.6,2.3%
2021-08-02,Northwest (NW),,Specialty,0.9,80.8%
2021-08-02,Northwest (NW),Extra Large,,3.9,-7.8%
2021-08-02,Northwest (NW),Jumbo,,3.6,89.4%
2021-08-02,Northwest (NW),Large,,60.9,17.3%
2021-08-02,Northwest (NW),Medium,,11.5,24.0%
2021-08-02,Northwest (NW),Misc,,0.6,-59.3%
2021-08-02,Northwest (NW),Small,,1.3,62.5%
2021-08-02,Northwest (NW),Total,,101.9,12.6%
2021-08-02,Northwest (NW),Ungraded,,20.2,-4.4%
2021-08-02,South Central (SC),,Cage-Free,22.9,20.4%
2021-08-02,South Central (SC),,Organic,11.1,-15.8%
2021-08-02,South Central (SC),,Specialty,3.7,32.8%
2021-08-02,South Central (SC),Extra Large,,30.8,3.7%
2021-08-02,South Central (SC),Jumbo,,10.2,-9.9%
2021-08-02,South Central (SC),Large,,159.8,-2.8%
2021-08-02,South Central (SC),Medium,,38.1,-7.4%
2021-08-02,South Central (SC),Misc,,15.8,0.5%
2021-08-02,South Central (SC),Small,,0.4,-65.8%
2021-08-02,South Central (SC),Total,,283.8,-2.1%
2021-08-02,South Central (SC),Ungraded,,28.7,8.6%
2021-08-02,Southeast (SE),,Cage-Free,12.4,12.7%
2021-08-02,Southeast (SE),,Organic,7.0,-17.9%
2021-08-02,Southeast (SE),,Specialty,20.3,25.9%
2021-08-02,Southeast (SE),Extra Large,,27.9,-0.9%
2021-08-02,Southeast (SE),Jumbo,,5.8,-7.3%
2021-08-02,Southeast (SE),Large,,159.6,1.8%
2021-08-02,Southeast (SE),Medium,,28.1,35.7%
2021-08-02,Southeast (SE),Misc,,9.4,4.1%
2021-08-02,Southeast (SE),Small,,2.1,16.4%
2021-08-02,Southeast (SE),Total,,261.3,3.0%
2021-08-02,Southeast (SE),Ungraded,,28.5,-7.7%
2021-08-02,Southwest (SW),,Cage-Free,11.0,8.2%
2021-08-02,Southwest (SW),,Organic,29.5,2.5%
2021-08-02,Southwest (SW),,Specialty,5.4,-23.4%
2021-08-02,Southwest (SW),Extra Large,,19.1,-11.7%
2021-08-02,Southwest (SW),Jumbo,,4.2,5.4%
2021-08-02,Southwest (SW),Large,,58.8,-18.9%
