report_date,region,class,type,volume,pct_chg
2017-12-25,6-Area,,Cage-Free,46.7,-11.1%
2017-12-25,6-Area,,Organic,65.6,-13.2%
2017-12-25,6-Area,,Specialty,30.5,-12.5%
2017-12-25,6-Area,Extra Large,,149.8,0.8%
2017-12-25,6-Area,Jumbo,,59.7,-10.1%
2017-12-25,6-Area,Large,,604.4,-5.9%
2017-12-25,6-Area,Medium,,146.6,5.5%
2017-12-25,6-Area,Misc,,72.4,-8.4%
2017-12-25,6-Area,Small,,10.4,-36.3%
2017-12-25,6-Area,Total,,1238.1,-4.3%
2017-12-25,6-Area,Ungraded,,194.8,-3.8%
2017-12-25,Midwest (MW),,Cage-Free,22.4,-2.9%
2017-12-25,Midwest (MW),,Organic,32.8,-6.3%
2017-12-25,Midwest (MW),,Specialty,0.3,-49.8%
2017-12-25,Midwest (MW),Extra Large,,29.0,3.6%
2017-12-25,Midwest (MW),Jumbo,,15.5,0.3%
2017-12-25,Midwest (MW),Large,,101.4,11.9%
2017-12-25,Midwest (MW),Medium,,45.7,6.4%
2017-12-25,Midwest (MW),Misc,,33.1,-14.7%
2017-12-25,Midwest (MW),Small,,2.7,-43.4%
2017-12-25,Midwest (MW),Total,,319.9,3.2%
2017-12-25,Midwest (MW),Ungraded,,92.6,3.5%
2017-12-25,Northeast (NE),,Cage-Free,1.5,-1.0%
2017-12-25,Northeast (NE),,Organic,6.3,-0.2%
2017-12-25,Northeast (NE),,Specialty,4.0,-37.3%
2017-12-25,Northeast (NE),Extra Large,,31.9,-9.5%
2017-12-25,Northeast (NE),Jumbo,,14.0,-15.6%
2017-12-25,Northeast (NE),Large,,58.7,-6.6%
2017-12-25,Northeast (NE),Medium,,12.9,-10.9%
2017-12-25,Northeast (NE),Misc,,2.9,-13.9%
2017-12-25,Northeast (NE),Small,,2.7,-43.5%
2017-12-25,Northeast (NE),Total,,134.0,-12.3%
2017-12-25,Northeast (NE),Ungraded,,10.9,-29.8%
2017-12-25,Northwest (NW),,Cage-Free,3.7,1.0%
2017-12-25,Northwest (NW),,Organic,1.4,2.9%
2017-12-25,Northwest (NW),,Specialty,1.9,-30.5%
2017-12-25,Northwest (NW),Extra Large,,10.1,7.0%
2017-12-25,Northwest (NW),Jumbo,,4.5,-0.2%
2017-12-25,Northwest (NW),Large,,75.5,-11.0%
2017-12-25,Northwest (NW),Medium,,15.0,-2.9%
2017-12-25,Northwest (NW),Misc,,1.6,9.1%
2017-12-25,Northwest (NW),Small,,0.5,-63.7%
2017-12-25,Northwest (NW),Total,,118.6,-8.6%
2017-12-25,Northwest (NW),Ungraded,,11.3,-10.1%
2017-12-25,South Central (SC),,Cage-Free,7.0,-36.6%
2017-12-25,South Central (SC),,Organic,7.8,28.5%
2017-12-25,South Central (SC),,Specialty,5.1,15.0%
2017-12-25,South Central (SC),Extra Large,,24.1,6.2%
2017-12-25,South Central (SC),Jumbo,,10.1,-7.8%
2017-12-25,South Central (SC),Large,,138.3,-9.7%
2017-12-25,South Central (SC),Medium,,32.8,20.0%
2017-12-25,South Central (SC),Misc,,17.3,-6.9%
2017-12-25,South Central (SC),Small,,2.4,5.2%
2017-12-25,South Central (SC),Total,,250.2,-1.7%
2017-12-25,South Central (SC),Ungraded,,25.1,29.6%
2017-12-25,Southeast (SE),,Cage-Free,9.1,-0.9%
2017-12-25,Southeast (SE),,Organic,13.0,1.1%
2017-12-25,Southeast (SE),,Specialty,17.3,-1.7%
2017-12-25,Southeast (SE),Extra Large,,31.1,-1.5%
2017-12-25,Southeast (SE),Jumbo,,9.8,-19.5%
2017-12-25,Southeast (SE),Large,,155.8,-2.9%
2017-12-25,Southeast (SE),Medium,,18.6,-20.8%
2017-12-25,Southeast (SE),Misc,,12.2,4.1%
2017-12-25,Southeast (SE),Small,,1.5,13.1%
2017-12-25,Southeast (SE),Total,,274.8,-4.5%
2017-12-25,Southeast (SE),Ungraded,,45.7,-2.5%
2017-12-25,Southwest (SW),,Cage-Free,2.9,-28.0%
2017-12-25,Southwest (SW),,Organic,4.2,-69.5%
2017-12-25,Southwest (SW),,Specialty,1.8,-40.8%
2017-12-25,Southwest (SW),Extra Large,,23.6,8.6%
2017-12-25,Southwest (SW),Jumbo,,5.8,-13.6%
2017-12-25,Southwest (SW),Large,,74.8,-17.3%
2017-12-25,Southwest (SW),Medium,,21.5,41.4%
2017-12-25,Southwest (SW),Misc,,5.2,7.0%
2017-12-25,Southwest (SW),Small,,0.6,-70.3%
2017-12-25,Southwest (SW),Total,,140.6,-11.9%
2017-12-25,Southwest (SW),Ungraded,,9.1,-51.4%
2018-01-01,,Breaking Stock,,317.9,9.2%
2018-01-01,6-Area,,Cage-Free,44.9,-4.0%
2018-01-01,6-Area,,Organic,100.7,53.5%
2018-01-01,6-Area,,Specialty,96.0,214.6%
2018-01-01,6-Area,Extra Large,,161.0,7.5%
2018-01-01,6-Area,Jumbo,,99.6,66.8%
2018-01-01,6-Area,Large,,690.4,14.2%
2018-01-01,6-Area,Medium,,163.9,11.8%
2018-01-01,6-Area,Misc,,85.6,18.2%
2018-01-01,6-Area,Small,,11.8,13.8%
2018-01-01,6-Area,Total,,1432.2,15.7%
2018-01-01,6-Area,Ungraded,,219.9,12.9%
2018-01-01,Midwest (MW),,Cage-Free,23.7,6.0%
2018-01-01,Midwest (MW),,Organic,38.3,16.8%
2018-01-01,Midwest (MW),,Specialty,13.0,"4,222.3%"
2018-01-01,Midwest (MW),Extra Large,,33.6,16.0%
2018-01-01,Midwest (MW),Jumbo,,17.8,14.9%
2018-01-01,Midwest (MW),Large,,162.0,59.7%
2018-01-01,Midwest (MW),Medium,,55.5,21.3%
2018-01-01,Midwest (MW),Misc,,41.9,26.6%
2018-01-01,Midwest (MW),Small,,2.7,-1.1%
2018-01-01,Midwest (MW),Total,,437.2,36.7%
2018-01-01,Midwest (MW),Ungraded,,123.7,33.6%
2018-01-01,Northeast (NE),,Cage-Free,1.6,8.5%
2018-01-01,Northeast (NE),,Organic,14.5,129.9%
2018-01-01,Northeast (NE),,Specialty,11.7,193.5%
2018-01-01,Northeast (NE),Extra Large,,36.4,14.2%
2018-01-01,Northeast (NE),Jumbo,,21.7,54.7%
2018-01-01,Northeast (NE),Large,,71.6,22.0%
2018-01-01,Northeast (NE),Medium,,18.7,45.2%
2018-01-01,Northeast (NE),Misc,,3.0,1.9%
2018-01-01,Northeast (NE),Small,,2.0,-24.5%
2018-01-01,Northeast (NE),Total,,164.7,22.9%
2018-01-01,Northeast (NE),Ungraded,,11.3,3.8%
2018-01-01,Northwest (NW),,Cage-Free,1.6,-57.2%
2018-01-01,Northwest (NW),,Organic,12.6,797.6%
2018-01-01,Northwest (NW),,Specialty,11.9,527.3%
2018-01-01,Northwest (NW),Extra Large,,8.5,-15.6%
2018-01-01,Northwest (NW),Jumbo,,15.9,252.6%
2018-01-01,Northwest (NW),Large,,73.8,-2.3%
2018-01-01,Northwest (NW),Medium,,12.2,-18.5%
2018-01-01,Northwest (NW),Misc,,2.4,50.3%
2018-01-01,Northwest (NW),Small,,0.9,81.0%
2018-01-01,Northwest (NW),Total,,121.8,2.7%
2018-01-01,Northwest (NW),Ungraded,,8.0,-29.0%
2018-01-01,South Central (SC),,Cage-Free,6.2,-11.5%
2018-01-01,South Central (SC),,Organic,12.3,58.2%
2018-01-01,South Central (SC),,Specialty,16.1,216.3%
2018-01-01,South Central (SC),Extra Large,,32.4,34.5%
2018-01-01,South Central (SC),Jumbo,,18.2,79.7%
2018-01-01,South Central (SC),Large,,146.0,5.6%
2018-01-01,South Central (SC),Medium,,35.2,7.2%
2018-01-01,South Central (SC),Misc,,19.2,11.0%
2018-01-01,South Central (SC),Small,,4.1,71.9%
2018-01-01,South Central (SC),Total,,275.5,10.1%
2018-01-01,South Central (SC),Ungraded,,20.5,-18.4%
2018-01-01,Southeast (SE),,Cage-Free,9.0,-1.2%
2018-01-01,Southeast (SE),,Organic,18.4,41.2%
2018-01-01,Southeast (SE),,Specialty,31.6,82.5%
2018-01-01,Southeast (SE),Extra Large,,28.8,-7.3%
2018-01-01,Southeast (SE),Jumbo,,17.0,73.4%
2018-01-01,Southeast (SE),Large,,153.1,-1.8%
2018-01-01,Southeast (SE),Medium,,19.8,6.7%
2018-01-01,Southeast (SE),Misc,,13.2,8.0%
2018-01-01,Southeast (SE),Small,,1.5,0.5%
2018-01-01,Southeast (SE),Total,,281.9,2.6%
2018-01-01,Southeast (SE),Ungraded,,48.6,6.3%
2018-01-01,Southwest (SW),,Cage-Free,2.7,-6.3%
2018-01-01,Southwest (SW),,Organic,4.6,9.9%
2018-01-01,Southwest (SW),,Specialty,11.6,546.6%
2018-01-01,Southwest (SW),Extra Large,,21.2,-10.1%
2018-01-01,Southwest (SW),Jumbo,,9.1,57.1%
2018-01-01,Southwest (SW),Large,,84.0,12.3%
2018-01-01,Southwest (SW),Medium,,22.5,4.7%
2018-01-01,Southwest (SW),Misc,,5.9,13.5%
2018-01-01,Southwest (SW),Small,,0.6,-2.3%
2018-01-01,Southwest (SW),Total,,151.1,7.5%
2018-01-01,Southwest (SW),Ungraded,,7.8,-14.6%
2018-01-08,,Breaking Stock,,333.1,4.8%
2018-01-08,6-Area,,Cage-Free,48.8,8.7%
2018-01-08,6-Area,,Organic,78.5,-22.1%
2018-01-08,6-Area,,Specialty,28.0,-70.8%
2018-01-08,6-Area,Extra Large,,162.1,0.7%
2018-01-08,6-Area,Jumbo,,59.1,-40.7%
2018-01-08,6-Area,Large,,617.4,-10.6%
2018-01-08,6-Area,Medium,,191.3,16.8%
2018-01-08,6-Area,Misc,,86.0,0.5%
2018-01-08,6-Area,Small,,11.6,-1.8%
2018-01-08,6-Area,Total,,1379.6,-3.7%
2018-01-08,6-Area,Ungraded,,252.0,14.6%
2018-01-08,Midwest (MW),,Cage-Free,26.0,9.6%
2018-01-08,Midwest (MW),,Organic,36.9,-3.6%
2018-01-08,Midwest (MW),,Specialty,2.3,-82.3%
2018-01-08,Midwest (MW),Extra Large,,33.0,-1.8%
2018-01-08,Midwest (MW),Jumbo,,14.0,-21.6%
2018-01-08,Midwest (MW),Large,,144.7,-10.7%
2018-01-08,Midwest (MW),Medium,,49.1,-11.6%
2018-01-08,Midwest (MW),Misc,,39.6,-5.6%
2018-01-08,Midwest (MW),Small,,1.4,-47.2%
2018-01-08,Midwest (MW),Total,,414.2,-5.3%
2018-01-08,Midwest (MW),Ungraded,,132.5,7.1%
2018-01-08,Northeast (NE),,Cage-Free,1.0,-37.6%
2018-01-08,Northeast (NE),,Organic,6.9,-52.5%
2018-01-08,Northeast (NE),,Specialty,5.0,-57.1%
2018-01-08,Northeast (NE),Extra Large,,38.6,6.1%
2018-01-08,Northeast (NE),Jumbo,,12.9,-40.6%
2018-01-08,Northeast (NE),Large,,66.7,-6.9%
2018-01-08,Northeast (NE),Medium,,20.2,7.8%
2018-01-08,Northeast (NE),Misc,,3.2,8.2%
2018-01-08,Northeast (NE),Small,,2.7,36.3%
2018-01-08,Northeast (NE),Total,,163.7,-0.6%
2018-01-08,Northeast (NE),Ungraded,,19.4,71.3%
2018-01-08,Northwest (NW),,Cage-Free,1.6,-1.0%
2018-01-08,Northwest (NW),,Organic,0.9,-93.1%
2018-01-08,Northwest (NW),,Specialty,1.6,-86.9%
2018-01-08,Northwest (NW),Extra Large,,7.8,-8.7%
2018-01-08,Northwest (NW),Jumbo,,4.6,-71.1%
2018-01-08,Northwest (NW),Large,,52.4,-29.1%
2018-01-08,Northwest (NW),Medium,,40.4,231.5%
2018-01-08,Northwest (NW),Misc,,2.2,-9.2%
2018-01-08,Northwest (NW),Small,,1.3,43.4%
2018-01-08,Northwest (NW),Total,,119.7,-1.7%
2018-01-08,Northwest (NW),Ungraded,,11.1,38.5%
2018-01-08,South Central (SC),,Cage-Free,7.2,16.5%
2018-01-08,South Central (SC),,Organic,7.6,-38.4%
2018-01-08,South Central (SC),,Specialty,4.0,-74.9%
2018-01-08,South Central (SC),Extra Large,,25.0,-23.0%
2018-01-08,South Central (SC),Jumbo,,9.6,-47.1%
2018-01-08,South Central (SC),Large,,126.8,-13.2%
2018-01-08,South Central (SC),Medium,,40.1,13.8%
2018-01-08,South Central (SC),Misc,,21.2,10.2%
2018-01-08,South Central (SC),Small,,5.0,23.2%
2018-01-08,South Central (SC),Total,,246.7,-10.5%
2018-01-08,South Central (SC),Ungraded,,19.1,-7.0%
2018-01-08,Southeast (SE),,Cage-Free,9.0,0.0%
2018-01-08,Southeast (SE),,Organic,20.1,9.0%
2018-01-08,Southeast (SE),,Specialty,12.7,-59.9%
2018-01-08,Southeast (SE),Extra Large,,33.6,16.8%
2018-01-08,Southeast (SE),Jumbo,,10.4,-39.0%
2018-01-08,Southeast (SE),Large,,152.7,-0.3%
2018-01-08,Southeast (SE),Medium,,19.5,-1.3%
2018-01-08,Southeast (SE),Misc,,12.1,-8.3%
2018-01-08,Southeast (SE),Small,,0.9,-39.9%
2018-01-08,Southeast (SE),Total,,285.1,1.1%
2018-01-08,Southeast (SE),Ungraded,,55.9,14.9%
2018-01-08,Southwest (SW),,Cage-Free,4.0,48.9%
2018-01-08,Southwest (SW),,Organic,6.1,33.4%
2018-01-08,Southwest (SW),,Specialty,2.4,-79.3%
2018-01-08,Southwest (SW),Extra Large,,24.1,13.8%
2018-01-08,Southwest (SW),Jumbo,,7.7,-15.6%
2018-01-08,Southwest (SW),Large,,74.2,-11.7%
2018-01-08,Southwest (SW),Medium,,22.1,-1.8%
2018-01-08,Southwest (SW),Misc,,7.8,31.6%
2018-01-08,Southwest (SW),Small,,0.2,-66.8%
2018-01-08,Southwest (SW),Total,,150.2,-0.6%
2018-01-08,Southwest (SW),Ungraded,,14.1,81.4%
2018-01-15,,Breaking Stock,,324.7,-2.5%
2018-01-15,6-Area,,Cage-Free,44.3,-9.3%
2018-01-15,6-Area,,Organic,67.8,-13.6%
2018-01-15,6-Area,,Specialty,33.7,20.5%
2018-01-15,6-Area,Extra Large,,154.5,-4.7%
2018-01-15,6-Area,Jumbo,,53.7,-9.1%
2018-01-15,6-Area,Large,,514.6,-16.7%
2018-01-15,6-Area,Medium,,155.3,-18.8%
2018-01-15,6-Area,Misc,,76.0,-11.6%
2018-01-15,6-Area,Small,,9.9,-14.9%
2018-01-15,6-Area,Total,,1212.3,-12.1%
2018-01-15,6-Area,Ungraded,,248.3,-1.5%
2018-01-15,Midwest (MW),,Cage-Free,22.5,-13.5%
2018-01-15,Midwest (MW),,Organic,39.1,6.0%
2018-01-15,Midwest (MW),,Specialty,0.1,-93.6%
2018-01-15,Midwest (MW),Extra Large,,26.6,-19.4%
2018-01-15,Midwest (MW),Jumbo,,13.1,-6.3%
2018-01-15,Midwest (MW),Large,,95.7,-33.9%
2018-01-15,Midwest (MW),Medium,,42.0,-14.6%
2018-01-15,Midwest (MW),Misc,,33.5,-15.4%
2018-01-15,Midwest (MW),Small,,1.7,22.5%
2018-01-15,Midwest (MW),Total,,340.2,-17.9%
2018-01-15,Midwest (MW),Ungraded,,127.6,-3.7%
2018-01-15,Northeast (NE),,Cage-Free,1.1,7.8%
2018-01-15,Northeast (NE),,Organic,6.8,-2.0%
2018-01-15,Northeast (NE),,Specialty,5.1,1.6%
2018-01-15,Northeast (NE),Extra Large,,37.3,-3.3%
2018-01-15,Northeast (NE),Jumbo,,9.5,-26.2%
2018-01-15,Northeast (NE),Large,,60.8,-8.8%
2018-01-15,Northeast (NE),Medium,,16.9,-16.2%
2018-01-15,Northeast (NE),Misc,,3.5,9.9%
2018-01-15,Northeast (NE),Small,,1.6,-41.7%
2018-01-15,Northeast (NE),Total,,145.6,-11.1%
2018-01-15,Northeast (NE),Ungraded,,15.9,-18.0%
2018-01-15,Northwest (NW),,Cage-Free,1.6,-1.0%
2018-01-15,Northwest (NW),,Organic,0.8,-6.3%
2018-01-15,Northwest (NW),,Specialty,1.7,5.6%
2018-01-15,Northwest (NW),Extra Large,,8.8,13.2%
2018-01-15,Northwest (NW),Jumbo,,4.6,-1.1%
2018-01-15,Northwest (NW),Large,,53.7,2.4%
2018-01-15,Northwest (NW),Medium,,15.8,-60.9%
2018-01-15,Northwest (NW),Misc,,2.0,-7.3%
2018-01-15,Northwest (NW),Small,,1.4,4.3%
2018-01-15,Northwest (NW),Total,,98.3,-17.9%
2018-01-15,Northwest (NW),Ungraded,,12.0,8.4%
2018-01-15,South Central (SC),,Cage-Free,5.4,-25.1%
2018-01-15,South Central (SC),,Organic,5.1,-33.4%
2018-01-15,South Central (SC),,Specialty,4.0,-0.1%
2018-01-15,South Central (SC),Extra Large,,22.7,-9.1%
2018-01-15,South Central (SC),Jumbo,,8.2,-14.6%
2018-01-15,South Central (SC),Large,,98.8,-22.1%
2018-01-15,South Central (SC),Medium,,35.2,-12.1%
2018-01-15,South Central (SC),Misc,,18.8,-11.5%
2018-01-15,South Central (SC),Small,,3.5,-30.2%
2018-01-15,South Central (SC),Total,,209.2,-15.2%
2018-01-15,South Central (SC),Ungraded,,22.0,15.1%
2018-01-15,Southeast (SE),,Cage-Free,8.5,-5.4%
2018-01-15,Southeast (SE),,Organic,8.4,-58.1%
2018-01-15,Southeast (SE),,Specialty,19.3,52.0%
2018-01-15,Southeast (SE),Extra Large,,31.5,-6.3%
2018-01-15,Southeast (SE),Jumbo,,10.5,0.7%
2018-01-15,Southeast (SE),Large,,124.1,-18.8%
2018-01-15,Southeast (SE),Medium,,21.8,11.7%
2018-01-15,Southeast (SE),Misc,,11.5,-4.9%
2018-01-15,Southeast (SE),Small,,1.1,22.8%
2018-01-15,Southeast (SE),Total,,254.1,-10.9%
2018-01-15,Southeast (SE),Ungraded,,53.7,-4.0%
2018-01-15,Southwest (SW),,Cage-Free,5.2,30.7%
2018-01-15,Southwest (SW),,Organic,7.6,24.5%
2018-01-15,Southwest (SW),,Specialty,3.5,46.8%
2018-01-15,Southwest (SW),Extra Large,,27.5,14.2%
2018-01-15,Southwest (SW),Jumbo,,7.9,2.4%
2018-01-15,Southwest (SW),Large,,81.6,10.0%
2018-01-15,Southwest (SW),Medium,,23.6,6.7%
2018-01-15,Southwest (SW),Misc,,6.7,-14.0%
2018-01-15,Southwest (SW),Small,,0.6,218.0%
2018-01-15,Southwest (SW),Total,,165.1,9.9%
2018-01-15,Southwest (SW),Ungraded,,17.1,21.4%
2018-01-22,,Breaking Stock,,308.3,-5.0%
2018-01-22,6-Area,,Cage-Free,40.9,-7.7%
2018-01-22,6-Area,,Organic,67.8,-0.1%
2018-01-22,6-Area,,Specialty,35.4,5.2%
2018-01-22,6-Area,Extra Large,,121.2,-21.6%
2018-01-22,6-Area,Jumbo,,51.2,-4.7%
2018-01-22,6-Area,Large,,481.0,-6.5%
2018-01-22,6-Area,Medium,,148.0,-4.7%
2018-01-22,6-Area,Misc,,71.0,-6.6%
2018-01-22,6-Area,Small,,9.1,-8.0%
2018-01-22,6-Area,Total,,1103.6,-9.0%
2018-01-22,6-Area,Ungraded,,222.2,-10.5%
2018-01-22,Midwest (MW),,Cage-Free,19.6,-12.7%
2018-01-22,Midwest (MW),,Organic,39.8,1.7%
2018-01-22,Midwest (MW),,Specialty,1.2,"1,126.0%"
2018-01-22,Midwest (MW),Extra Large,,26.3,-1.1%
2018-01-22,Midwest (MW),Jumbo,,11.4,-12.8%
2018-01-22,Midwest (MW),Large,,89.5,-6.5%
2018-01-22,Midwest (MW),Medium,,39.0,-7.1%
2018-01-22,Midwest (MW),Misc,,27.9,-16.6%
2018-01-22,Midwest (MW),Small,,2.6,53.7%
2018-01-22,Midwest (MW),Total,,319.8,-6.0%
2018-01-22,Midwest (MW),Ungraded,,123.0,-3.6%
2018-01-22,Northeast (NE),,Cage-Free,2.1,95.1%
2018-01-22,Northeast (NE),,Organic,5.2,-23.6%
2018-01-22,Northeast (NE),,Specialty,7.6,49.0%
2018-01-22,Northeast (NE),Extra Large,,29.0,-22.4%
2018-01-22,Northeast (NE),Jumbo,,7.9,-17.0%
2018-01-22,Northeast (NE),Large,,66.2,8.8%
2018-01-22,Northeast (NE),Medium,,16.9,-0.2%
2018-01-22,Northeast (NE),Misc,,2.5,-29.2%
2018-01-22,Northeast (NE),Small,,1.4,-14.8%
2018-01-22,Northeast (NE),Total,,132.2,-9.2%
2018-01-22,Northeast (NE),Ungraded,,8.5,-46.4%
2018-01-22,Northwest (NW),,Cage-Free,1.6,-1.0%
2018-01-22,Northwest (NW),,Organic,0.7,-15.6%
2018-01-22,Northwest (NW),,Specialty,1.1,-33.7%
2018-01-22,Northwest (NW),Extra Large,,5.8,-34.3%
2018-01-22,Northwest (NW),Jumbo,,7.1,54.7%
2018-01-22,Northwest (NW),Large,,50.8,-5.5%
2018-01-22,Northwest (NW),Medium,,13.2,-16.6%
2018-01-22,Northwest (NW),Misc,,1.1,-43.0%
2018-01-22,Northwest (NW),Small,,0.7,-50.6%
2018-01-22,Northwest (NW),Total,,92.5,-5.9%
2018-01-22,Northwest (NW),Ungraded,,13.8,15.0%
2018-01-22,South Central (SC),,Cage-Free,6.1,12.9%
2018-01-22,South Central (SC),,Organic,5.1,-0.3%
2018-01-22,South Central (SC),,Specialty,4.2,4.4%
2018-01-22,South Central (SC),Extra Large,,13.5,-40.7%
2018-01-22,South Central (SC),Jumbo,,7.7,-6.7%
2018-01-22,South Central (SC),Large,,91.7,-7.2%
2018-01-22,South Central (SC),Medium,,31.4,-10.9%
2018-01-22,South Central (SC),Misc,,20.7,9.9%
2018-01-22,South Central (SC),Small,,2.4,-31.4%
2018-01-22,South Central (SC),Total,,182.8,-12.6%
2018-01-22,South Central (SC),Ungraded,,15.6,-28.9%
2018-01-22,Southeast (SE),,Cage-Free,6.6,-22.4%
2018-01-22,Southeast (SE),,Organic,9.4,12.2%
2018-01-22,Southeast (SE),,Specialty,16.8,-13.1%
2018-01-22,Southeast (SE),Extra Large,,24.5,-22.3%
2018-01-22,Southeast (SE),Jumbo,,9.5,-9.5%
2018-01-22,Southeast (SE),Large,,106.0,-14.6%
2018-01-22,Southeast (SE),Medium,,19.4,-11.0%
2018-01-22,Southeast (SE),Misc,,12.2,6.2%
2018-01-22,Southeast (SE),Small,,1.4,28.9%
2018-01-22,Southeast (SE),Total,,216.1,-15.0%
2018-01-22,Southeast (SE),Ungraded,,43.0,-19.9%
2018-01-22,Southwest (SW),,Cage-Free,4.8,-7.4%
2018-01-22,Southwest (SW),,Organic,7.6,0.0%
2018-01-22,Southwest (SW),,Specialty,4.5,29.7%
2018-01-22,Southwest (SW),Extra Large,,22.2,-19.4%
2018-01-22,Southwest (SW),Jumbo,,7.6,-3.9%
2018-01-22,Southwest (SW),Large,,77.0,-5.7%
2018-01-22,Southwest (SW),Medium,,28.1,19.1%
2018-01-22,Southwest (SW),Misc,,6.5,-2.3%
2018-01-22,Southwest (SW),Small,,0.6,3.7%
2018-01-22,Southwest (SW),Total,,160.2,-3.0%
2018-01-22,Southwest (SW),Ungraded,,18.2,6.2%
2018-01-29,,Breaking Stock,,285.3,-7.5%
2018-01-29,6-Area,,Cage-Free,50.0,22.2%
2018-01-29,6-Area,,Organic,67.0,-1.1%
2018-01-29,6-Area,,Specialty,28.0,-20.9%
2018-01-29,6-Area,Extra Large,,102.0,-15.8%
2018-01-29,6-Area,Jumbo,,49.1,-4.1%
2018-01-29,6-Area,Large,,488.5,1.6%
2018-01-29,6-Area,Medium,,137.4,-7.2%
2018-01-29,6-Area,Misc,,64.4,-9.2%
2018-01-29,6-Area,Small,,11.4,25.8%
2018-01-29,6-Area,Total,,1072.5,-2.8%
2018-01-29,6-Area,Ungraded,,219.6,-1.2%
2018-01-29,Midwest (MW),,Cage-Free,22.4,14.1%
2018-01-29,Midwest (MW),,Organic,39.3,-1.2%
2018-01-29,Midwest (MW),,Specialty,0.7,-41.4%
2018-01-29,Midwest (MW),Extra Large,,20.5,-22.0%
2018-01-29,Midwest (MW),Jumbo,,12.3,8.0%
2018-01-29,Midwest (MW),Large,,103.0,15.1%
2018-01-29,Midwest (MW),Medium,,38.3,-1.7%
2018-01-29,Midwest (MW),Misc,,25.5,-8.5%
2018-01-29,Midwest (MW),Small,,2.4,-6.6%
2018-01-29,Midwest (MW),Total,,318.1,-0.5%
2018-01-29,Midwest (MW),Ungraded,,116.0,-5.7%
2018-01-29,Northeast (NE),,Cage-Free,2.2,3.8%
2018-01-29,Northeast (NE),,Organic,4.9,-5.4%
2018-01-29,Northeast (NE),,Specialty,5.0,-33.6%
2018-01-29,Northeast (NE),Extra Large,,29.7,2.4%
2018-01-29,Northeast (NE),Jumbo,,8.8,11.2%
2018-01-29,Northeast (NE),Large,,60.1,-9.3%
2018-01-29,Northeast (NE),Medium,,17.1,0.9%
2018-01-29,Northeast (NE),Misc,,2.4,-4.3%
2018-01-29,Northeast (NE),Small,,1.5,8.9%
2018-01-29,Northeast (NE),Total,,129.6,-2.0%
2018-01-29,Northeast (NE),Ungraded,,10.1,18.3%
2018-01-29,Northwest (NW),,Cage-Free,1.4,-11.9%
2018-01-29,Northwest (NW),,Organic,2.8,295.4%
2018-01-29,Northwest (NW),,Specialty,1.3,18.4%
2018-01-29,Northwest (NW),Extra Large,,4.8,-17.3%
2018-01-29,Northwest (NW),Jumbo,,5.9,-16.3%
2018-01-29,Northwest (NW),Large,,50.9,0.1%
2018-01-29,Northwest (NW),Medium,,12.4,-5.9%
2018-01-29,Northwest (NW),Misc,,1.2,5.5%
2018-01-29,Northwest (NW),Small,,0.5,-35.6%
2018-01-29,Northwest (NW),Total,,94.1,1.7%
2018-01-29,Northwest (NW),Ungraded,,18.5,33.9%
2018-01-29,South Central (SC),,Cage-Free,8.9,46.4%
2018-01-29,South Central (SC),,Organic,4.6,-9.2%
2018-01-29,South Central (SC),,Specialty,3.6,-15.2%
2018-01-29,South Central (SC),Extra Large,,14.7,8.7%
2018-01-29,South Central (SC),Jumbo,,6.3,-18.6%
2018-01-29,South Central (SC),Large,,80.4,-12.3%
2018-01-29,South Central (SC),Medium,,23.9,-23.9%
2018-01-29,South Central (SC),Misc,,18.0,-13.0%
2018-01-29,South Central (SC),Small,,4.0,68.7%
2018-01-29,South Central (SC),Total,,169.4,-7.4%
2018-01-29,South Central (SC),Ungraded,,22.0,41.3%
2018-01-29,Southeast (SE),,Cage-Free,8.2,23.8%
2018-01-29,Southeast (SE),,Organic,8.6,-9.0%
2018-01-29,Southeast (SE),,Specialty,14.7,-12.6%
2018-01-29,Southeast (SE),Extra Large,,16.7,-31.7%
2018-01-29,Southeast (SE),Jumbo,,8.3,-12.3%
2018-01-29,Southeast (SE),Large,,107.9,1.8%
2018-01-29,Southeast (SE),Medium,,16.8,-13.2%
2018-01-29,Southeast (SE),Misc,,10.7,-12.7%
2018-01-29,Southeast (SE),Small,,2.4,73.7%
2018-01-29,Southeast (SE),Total,,199.4,-7.7%
2018-01-29,Southeast (SE),Ungraded,,36.6,-14.9%
2018-01-29,Southwest (SW),,Cage-Free,6.9,43.8%
2018-01-29,Southwest (SW),,Organic,6.8,-9.9%
2018-01-29,Southwest (SW),,Specialty,2.7,-40.2%
2018-01-29,Southwest (SW),Extra Large,,15.6,-29.7%
2018-01-29,Southwest (SW),Jumbo,,7.4,-2.2%
2018-01-29,Southwest (SW),Large,,86.3,12.1%
2018-01-29,Southwest (SW),Medium,,28.8,2.5%
2018-01-29,Southwest (SW),Misc,,6.7,3.1%
2018-01-29,Southwest (SW),Small,,0.6,-6.5%
2018-01-29,Southwest (SW),Total,,161.9,1.1%
2018-01-29,Southwest (SW),Ungraded,,16.5,-9.5%
2018-02-05,,Breaking Stock,,254.2,-10.9%
2018-02-05,6-Area,,Cage-Free,54.0,7.9%
2018-02-05,6-Area,,Organic,66.1,-1.3%
2018-02-05,6-Area,,Specialty,28.8,2.8%
