report_date,region,type,environment,package_size,quality_grade,price_avg,price_min,price_max,store_count,price_unit
2014-01-03,MidWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.42,2.28,3.0,50,Per Carton
2014-01-03,MidWest,WHITE MEDIUM,Conventional,,A,0.92,0.59,1.0,60,Per Carton
2014-01-03,National,BROWN EXTRA LARGE,Vegatarian-Fed,,No Grade,2.99,,,60,Per Carton
2014-01-03,National,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.69,,,2260,Per Carton
2014-01-03,National,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,,,10,Per Carton
2014-01-03,National,BROWN LARGE,USDA Organic,,No Grade,4.26,,,440,Per Carton
2014-01-03,National,BROWN LARGE,Vegatarian-Fed,,No Grade,2.27,,,100,Per Carton
2014-01-03,National,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.51,,,410,Per Carton
2014-01-03,National,"LIQUID EGG, LARGE CARTON",Conventional,,,4.47,,,1280,Per Carton
2014-01-03,National,"LIQUID EGG, SMALL CARTON",Conventional,,,2.25,,,3320,Per Carton
2014-01-03,National,WHITE EXTRA LARGE,Conventional,,AA,2.97,,,50,Per Carton
2014-01-03,National,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.93,,,180,Per Carton
2014-01-03,National,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.57,,,1680,Per Carton
2014-01-03,National,WHITE LARGE,Conventional,,AA,1.35,,,120,Per Carton
2014-01-03,National,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.63,,,530,Per Carton
2014-01-03,National,WHITE LARGE,Vegatarian-Fed,,No Grade,2.29,,,30,Per Carton
2014-01-03,NorthEast,BROWN EXTRA LARGE,Vegatarian-Fed,,No Grade,2.99,2.99,2.99,60,Per Carton
2014-01-03,NorthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.19,2.99,3.69,330,Per Carton
2014-01-03,NorthEast,BROWN LARGE,USDA Organic,,No Grade,4.21,3.49,4.98,250,Per Carton
2014-01-03,NorthEast,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.52,2.5,2.99,300,Per Carton
2014-01-03,NorthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,4.66,3.79,5.99,720,Per Carton
2014-01-03,NorthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.41,1.99,3.49,1070,Per Carton
2014-01-03,NorthEast,WHITE EXTRA LARGE,Conventional,,A,2.59,2.59,2.59,140,Per Carton
2014-01-03,NorthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.93,2.5,2.99,180,Per Carton
2014-01-03,NorthEast,WHITE LARGE,Conventional,,A,2.13,1.5,2.49,240,Per Carton
2014-01-03,NorthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.71,1.5,2.99,410,Per Carton
2014-01-03,NorthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.5,2.5,200,Per Carton
2014-01-03,NorthWest,"LIQUID EGG, LARGE CARTON",Conventional,,,4.99,4.99,4.99,80,Per Carton
2014-01-03,NorthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.5,2.5,200,Per Carton
2014-01-03,NorthWest,WHITE LARGE,Conventional,,AA,1.62,1.49,1.88,60,Per Carton
2014-01-03,SouthCentral,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.49,2.19,2.5,700,Per Carton
2014-01-03,SouthCentral,BROWN LARGE,Vegatarian-Fed,,No Grade,2.27,2.19,2.29,100,Per Carton
2014-01-03,SouthCentral,"LIQUID EGG, SMALL CARTON",Conventional,,,2.5,2.0,2.99,280,Per Carton
2014-01-03,SouthCentral,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.49,2.19,2.5,530,Per Carton
2014-01-03,SouthCentral,WHITE LARGE,Conventional,,A,1.32,1.19,1.33,220,Per Carton
2014-01-03,SouthCentral,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.27,2.19,2.29,70,Per Carton
2014-01-03,SouthCentral,WHITE LARGE,Vegatarian-Fed,,No Grade,2.29,2.29,2.29,30,Per Carton
2014-01-03,SouthCentral,WHITE MEDIUM,Conventional,,A,1.18,1.0,1.49,70,Per Carton
2014-01-03,SouthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.6,2.5,3.99,550,Per Carton
2014-01-03,SouthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,3.98,3.97,3.99,400,Per Carton
2014-01-03,SouthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.03,1.67,3.79,1310,Per Carton
2014-01-03,SouthEast,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.5,2.5,510,Per Carton
2014-01-03,SouthEast,WHITE LARGE,Conventional,,AA,0.99,0.99,0.99,50,Per Carton
2014-01-03,SouthEast,WHITE MEDIUM,Conventional,,A,1.5,1.5,1.5,10,Per Carton
2014-01-03,SouthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.93,2.5,3.0,290,Per Carton
2014-01-03,SouthWest,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,10,Per Carton
2014-01-03,SouthWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.99,2.99,2.99,10,Per Carton
2014-01-03,SouthWest,WHITE EXTRA LARGE,Conventional,,AA,2.97,2.97,2.97,50,Per Carton
2014-01-03,SouthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.93,2.5,3.0,290,Per Carton
2014-01-03,SouthWest,WHITE LARGE,Conventional,,AA,1.58,1.58,1.58,10,Per Carton
2014-01-03,SouthWest,WHITE MEDIUM,Conventional,,AA,1.27,1.19,1.5,30,Per Carton
2014-01-10,MidWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.88,2.5,3.99,460,Per Carton
2014-01-10,MidWest,BROWN LARGE,USDA Organic,,No Grade,2.68,2.68,2.68,170,Per Carton
2014-01-10,MidWest,BROWN LARGE,Vegatarian-Fed,,No Grade,3.11,2.5,3.79,20,Per Carton
2014-01-10,MidWest,"LIQUID EGG, LARGE CARTON",Conventional,,,3.99,3.99,3.99,20,Per Carton
2014-01-10,MidWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.3,2.0,2.99,400,Per Carton
2014-01-10,MidWest,WHITE LARGE,Conventional,,AA,1.78,1.5,1.99,10,Per Carton
2014-01-10,MidWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.55,2.5,3.0,230,Per Carton
2014-01-10,National,BROWN EXTRA LARGE,Vegatarian-Fed,,No Grade,2.99,,,40,Per Carton
2014-01-10,National,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.74,,,2410,Per Carton
2014-01-10,National,BROWN LARGE,Conventional,,AA,1.99,,,10,Per Carton
2014-01-10,National,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.29,,,40,Per Carton
2014-01-10,National,BROWN LARGE,USDA Organic,,No Grade,3.0,,,310,Per Carton
2014-01-10,National,BROWN LARGE,Vegatarian-Fed,,No Grade,2.37,,,210,Per Carton
2014-01-10,National,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.57,,,550,Per Carton
2014-01-10,National,"LIQUID EGG, LARGE CARTON",Conventional,,,4.29,,,320,Per Carton
2014-01-10,National,"LIQUID EGG, SMALL CARTON",Conventional,,,2.42,,,2340,Per Carton
2014-01-10,National,WHITE EXTRA LARGE,Conventional,,AA,2.43,,,50,Per Carton
2014-01-10,National,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.29,,,1060,Per Carton
2014-01-10,National,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.8,,,540,Per Carton
2014-01-10,National,WHITE LARGE,Conventional,,AA,2.03,,,1360,Per Carton
2014-01-10,National,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.39,,,2730,Per Carton
2014-01-10,National,WHITE LARGE,Vegatarian-Fed,,No Grade,2.5,,,90,Per Carton
2014-01-10,NorthEast,BROWN EXTRA LARGE,Vegatarian-Fed,,No Grade,2.99,2.99,2.99,40,Per Carton
2014-01-10,NorthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.82,3.49,3.99,440,Per Carton
2014-01-10,NorthEast,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.59,3.59,3.59,30,Per Carton
2014-01-10,NorthEast,BROWN LARGE,USDA Organic,,No Grade,3.6,3.49,3.99,80,Per Carton
2014-01-10,NorthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,2.99,2.99,2.99,40,Per Carton
2014-01-10,NorthEast,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.57,1.99,2.98,550,Per Carton
2014-01-10,NorthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,4.4,3.99,4.99,250,Per Carton
2014-01-10,NorthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.38,1.9,3.0,1540,Per Carton
2014-01-10,NorthEast,WHITE EXTRA LARGE,Conventional,,A,1.98,1.58,1.99,150,Per Carton
2014-01-10,NorthEast,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.63,2.5,2.79,290,Per Carton
2014-01-10,NorthEast,WHITE LARGE,Conventional,,A,2.05,0.88,2.49,240,Per Carton
2014-01-10,NorthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.16,1.98,2.99,800,Per Carton
2014-01-10,NorthEast,WHITE LARGE,Vegatarian-Fed,,No Grade,2.5,2.5,2.5,60,Per Carton
2014-01-10,NorthEast,WHITE MEDIUM,Conventional,,A,1.39,1.39,1.39,60,Per Carton
2014-01-10,NorthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.21,2.49,3.99,150,Per Carton
2014-01-10,NorthWest,BROWN LARGE,USDA Organic,,No Grade,3.99,3.99,3.99,10,Per Carton
2014-01-10,NorthWest,WHITE LARGE,Conventional,,AA,1.88,0.99,2.0,410,Per Carton
2014-01-10,SouthCentral,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.76,2.99,3.99,460,Per Carton
2014-01-10,SouthCentral,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.39,2.39,2.39,10,Per Carton
2014-01-10,SouthCentral,BROWN LARGE,USDA Organic,,No Grade,2.68,2.68,2.68,40,Per Carton
2014-01-10,SouthCentral,BROWN LARGE,Vegatarian-Fed,,No Grade,2.11,1.98,2.49,110,Per Carton
2014-01-10,SouthCentral,"LIQUID EGG, LARGE CARTON",Conventional,,,3.69,3.69,3.69,10,Per Carton
2014-01-10,SouthCentral,"LIQUID EGG, SMALL CARTON",Conventional,,,2.49,2.49,2.5,90,Per Carton
2014-01-10,SouthCentral,WHITE LARGE,Conventional,,AA,1.92,1.39,1.99,360,Per Carton
2014-01-10,SouthCentral,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.59,1.99,3.0,290,Per Carton
2014-01-10,SouthCentral,WHITE LARGE,Vegatarian-Fed,,No Grade,2.49,2.49,2.49,30,Per Carton
2014-01-10,SouthCentral,WHITE MEDIUM,Conventional,,A,3.49,3.49,3.49,10,Per Carton
2014-01-10,SouthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.99,3.99,3.99,370,Per Carton
2014-01-10,SouthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,2.06,1.98,2.5,40,Per Carton
2014-01-10,SouthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,3.9,3.9,3.9,40,Per Carton
2014-01-10,SouthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.79,2.0,2.99,310,Per Carton
2014-01-10,SouthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.29,2.29,2.5,1060,Per Carton
2014-01-10,SouthEast,WHITE LARGE,Conventional,,A,2.03,1.5,2.49,90,Per Carton
2014-01-10,SouthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.29,1.99,2.29,1060,Per Carton
2014-01-10,SouthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.49,2.5,3.99,530,Per Carton
2014-01-10,SouthWest,BROWN LARGE,Conventional,,AA,1.99,1.99,1.99,10,Per Carton
2014-01-10,SouthWest,BROWN LARGE,USDA Organic,,No Grade,3.99,3.99,3.99,10,Per Carton
2014-01-10,SouthWest,WHITE EXTRA LARGE,Conventional,,AA,2.43,2.25,2.5,50,Per Carton
2014-01-10,SouthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,3.0,3.0,3.0,250,Per Carton
2014-01-10,SouthWest,WHITE LARGE,Conventional,,AA,2.22,1.5,2.49,580,Per Carton
2014-01-10,SouthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.93,2.5,3.0,350,Per Carton
2014-01-10,SouthWest,WHITE MEDIUM,Conventional,,AA,1.5,1.5,1.5,10,Per Carton
2014-01-17,MidWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.73,2.69,3.99,230,Per Carton
2014-01-17,MidWest,BROWN LARGE,USDA Organic,,No Grade,3.89,3.88,3.89,30,Per Carton
2014-01-17,MidWest,"LIQUID EGG, LARGE CARTON",Conventional,,,4.06,3.99,4.44,210,Per Carton
2014-01-17,MidWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.4,2.19,4.5,160,Per Carton
2014-01-17,MidWest,WHITE LARGE,Conventional,,AA,1.36,1.25,1.49,20,Per Carton
2014-01-17,MidWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.19,1.99,3.99,330,Per Carton
2014-01-17,MidWest,WHITE LARGE,USDA Organic,,No Grade,2.9,2.9,2.9,10,Per Carton
2014-01-17,MidWest,WHITE MEDIUM,Conventional,,A,1.25,1.25,1.25,10,Per Carton
2014-01-17,National,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,,,40,Per Carton
2014-01-17,National,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.25,,,790,Per Carton
2014-01-17,National,BROWN LARGE,Conventional,,A,2.5,,,60,Per Carton
2014-01-17,National,BROWN LARGE,USDA Organic,,No Grade,3.65,,,210,Per Carton
2014-01-17,National,BROWN LARGE,Vegatarian-Fed,,No Grade,2.94,,,150,Per Carton
2014-01-17,National,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.49,,,10,Per Carton
2014-01-17,National,"LIQUID EGG, LARGE CARTON",Conventional,,,4.03,,,390,Per Carton
2014-01-17,National,"LIQUID EGG, SMALL CARTON",Conventional,,,2.78,,,1630,Per Carton
2014-01-17,National,WHITE EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,,,160,Per Carton
2014-01-17,National,WHITE EXTRA LARGE,Conventional,,AA,2.25,,,40,Per Carton
2014-01-17,National,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.99,,,20,Per Carton
2014-01-17,National,WHITE EXTRA LARGE,Vegatarian-Fed,,No Grade,2.79,,,50,Per Carton
2014-01-17,National,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,3.0,,,300,Per Carton
2014-01-17,National,WHITE LARGE,Conventional,,AA,1.47,,,250,Per Carton
2014-01-17,National,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.61,,,1840,Per Carton
2014-01-17,National,WHITE LARGE,USDA Organic,,No Grade,2.9,,,10,Per Carton
2014-01-17,National,WHITE LARGE,Vegatarian-Fed,,No Grade,2.1,,,440,Per Carton
2014-01-17,NorthEast,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,40,Per Carton
2014-01-17,NorthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.1,2.97,3.49,270,Per Carton
2014-01-17,NorthEast,BROWN LARGE,Conventional,,A,2.5,2.5,2.5,60,Per Carton
2014-01-17,NorthEast,BROWN LARGE,USDA Organic,,No Grade,3.61,2.98,4.98,180,Per Carton
2014-01-17,NorthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,3.99,3.99,3.99,60,Per Carton
2014-01-17,NorthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,3.99,3.99,3.99,90,Per Carton
2014-01-17,NorthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.7,2.0,3.79,1040,Per Carton
2014-01-17,NorthEast,WHITE EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,160,Per Carton
2014-01-17,NorthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.99,2.99,2.99,20,Per Carton
2014-01-17,NorthEast,WHITE EXTRA LARGE,Vegatarian-Fed,,No Grade,2.79,2.79,2.79,50,Per Carton
2014-01-17,NorthEast,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,50,Per Carton
2014-01-17,NorthEast,WHITE LARGE,Conventional,,A,1.83,0.69,1.99,140,Per Carton
2014-01-17,NorthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.48,1.68,2.99,810,Per Carton
2014-01-17,NorthEast,WHITE LARGE,Vegatarian-Fed,,No Grade,2.1,1.79,2.99,440,Per Carton
2014-01-17,NorthEast,WHITE MEDIUM,Conventional,,A,1.39,1.08,1.5,200,Per Carton
2014-01-17,NorthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.49,3.49,3.49,10,Per Carton
2014-01-17,NorthWest,WHITE LARGE,Conventional,,AA,1.3,1.25,1.5,40,Per Carton
2014-01-17,NorthWest,WHITE MEDIUM,Conventional,,AA,1.19,1.19,1.19,10,Per Carton
2014-01-17,SouthCentral,BROWN LARGE,Vegatarian-Fed,,No Grade,2.24,2.19,2.29,90,Per Carton
2014-01-17,SouthCentral,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.49,2.49,2.49,10,Per Carton
2014-01-17,SouthCentral,"LIQUID EGG, LARGE CARTON",Conventional,,,3.99,3.99,3.99,90,Per Carton
2014-01-17,SouthCentral,"LIQUID EGG, SMALL CARTON",Conventional,,,2.61,2.39,2.79,140,Per Carton
2014-01-17,SouthCentral,WHITE LARGE,Conventional,,AA,1.25,1.25,1.25,80,Per Carton
2014-01-17,SouthCentral,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.55,2.09,3.0,260,Per Carton
2014-01-17,SouthCentral,WHITE MEDIUM,Conventional,,AA,1.39,1.39,1.39,50,Per Carton
2014-01-17,SouthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.0,3.0,3.0,30,Per Carton
2014-01-17,SouthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,3.39,2.5,3.79,290,Per Carton
2014-01-17,SouthEast,WHITE EXTRA LARGE,Conventional,,A,1.99,1.99,1.99,40,Per Carton
2014-01-17,SouthEast,WHITE LARGE,Conventional,,A,1.44,0.98,1.5,370,Per Carton
2014-01-17,SouthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.37,2.29,2.5,370,Per Carton
2014-01-17,SouthEast,WHITE MEDIUM,Conventional,,A,1.4,1.33,1.5,20,Per Carton
2014-01-17,SouthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.0,3.0,3.0,250,Per Carton
2014-01-17,SouthWest,WHITE EXTRA LARGE,Conventional,,AA,2.25,2.25,2.25,40,Per Carton
2014-01-17,SouthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,3.0,3.0,3.0,250,Per Carton
2014-01-17,SouthWest,WHITE LARGE,Conventional,,AA,1.71,1.25,1.99,110,Per Carton
2014-01-17,SouthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.0,3.0,3.0,70,Per Carton
2014-01-17,SouthWest,WHITE MEDIUM,Conventional,,AA,1.49,1.49,1.5,50,Per Carton
2014-01-24,MidWest,BROWN EXTRA LARGE,USDA Organic,,No Grade,3.49,3.49,3.49,20,Per Carton
2014-01-24,MidWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.27,2.5,3.99,880,Per Carton
2014-01-24,MidWest,BROWN LARGE,Vegatarian-Fed,,No Grade,3.5,3.5,3.5,20,Per Carton
2014-01-24,MidWest,"LIQUID EGG, LARGE CARTON",Conventional,,,4.26,3.49,4.69,30,Per Carton
2014-01-24,MidWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.5,2.48,2.5,40,Per Carton
2014-01-24,MidWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.78,2.5,3.39,550,Per Carton
2014-01-24,MidWest,WHITE LARGE,Conventional,,A,2.46,1.79,2.48,180,Per Carton
2014-01-24,MidWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.15,1.99,2.5,30,Per Carton
2014-01-24,National,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,,,140,Per Carton
2014-01-24,National,BROWN EXTRA LARGE,USDA Organic,,No Grade,4.49,,,60,Per Carton
2014-01-24,National,BROWN EXTRA LARGE,Vegatarian-Fed,,No Grade,2.99,,,30,Per Carton
2014-01-24,National,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.55,,,2970,Per Carton
2014-01-24,National,BROWN LARGE,USDA Organic,,No Grade,4.37,,,510,Per Carton
2014-01-24,National,BROWN LARGE,Vegatarian-Fed,,No Grade,4.33,,,290,Per Carton
2014-01-24,National,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.5,,,60,Per Carton
2014-01-24,National,"LIQUID EGG, LARGE CARTON",Conventional,,,3.59,,,1590,Per Carton
2014-01-24,National,"LIQUID EGG, SMALL CARTON",Conventional,,,2.7,,,1290,Per Carton
2014-01-24,National,WHITE EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,,,20,Per Carton
2014-01-24,National,WHITE EXTRA LARGE,Conventional,,AA,2.25,,,20,Per Carton
2014-01-24,National,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.42,,,180,Per Carton
2014-01-24,National,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.7,,,780,Per Carton
2014-01-24,National,WHITE LARGE,Conventional,,AA,1.18,,,370,Per Carton
2014-01-24,National,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.33,,,3490,Per Carton
2014-01-24,NorthEast,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,140,Per Carton
2014-01-24,NorthEast,BROWN EXTRA LARGE,USDA Organic,,No Grade,4.99,4.99,4.99,40,Per Carton
2014-01-24,NorthEast,BROWN EXTRA LARGE,Vegatarian-Fed,,No Grade,2.99,2.99,2.99,30,Per Carton
2014-01-24,NorthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.73,2.97,5.38,700,Per Carton
2014-01-24,NorthEast,BROWN LARGE,USDA Organic,,No Grade,5.11,3.99,5.39,210,Per Carton
2014-01-24,NorthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,4.39,3.99,4.49,270,Per Carton
2014-01-24,NorthEast,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.5,2.5,2.5,60,Per Carton
2014-01-24,NorthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,4.82,3.99,4.99,480,Per Carton
2014-01-24,NorthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.55,2.0,3.79,960,Per Carton
2014-01-24,NorthEast,WHITE EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,20,Per Carton
2014-01-24,NorthEast,WHITE EXTRA LARGE,Conventional,,A,1.25,1.25,1.25,30,Per Carton
2014-01-24,NorthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.85,1.97,3.29,90,Per Carton
2014-01-24,NorthEast,WHITE LARGE,Conventional,,A,1.74,0.99,1.99,90,Per Carton
2014-01-24,NorthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.62,1.97,3.59,640,Per Carton
2014-01-24,NorthEast,WHITE MEDIUM,Conventional,,A,1.0,0.88,1.28,180,Per Carton
2014-01-24,NorthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.09,2.5,3.99,180,Per Carton
2014-01-24,NorthWest,BROWN LARGE,USDA Organic,,No Grade,3.49,3.49,3.49,80,Per Carton
2014-01-24,NorthWest,WHITE LARGE,Conventional,,AA,1.13,0.98,1.25,200,Per Carton
2014-01-24,NorthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,1.99,1.99,1.99,330,Per Carton
2014-01-24,NorthWest,WHITE MEDIUM,Conventional,,AA,0.99,0.99,0.99,10,Per Carton
2014-01-24,SouthCentral,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.99,3.99,3.99,350,Per Carton
2014-01-24,SouthCentral,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,1.99,1.99,1.99,80,Per Carton
2014-01-24,SouthCentral,WHITE LARGE,Conventional,,AA,1.24,0.99,1.29,140,Per Carton
2014-01-24,SouthCentral,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.15,1.77,2.5,620,Per Carton
2014-01-24,SouthCentral,WHITE MEDIUM,Conventional,,A,1.07,0.99,1.25,60,Per Carton
2014-01-24,SouthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.44,2.5,3.99,590,Per Carton
2014-01-24,SouthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,3.02,3.0,3.69,1080,Per Carton
2014-01-24,SouthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,3.26,1.99,3.79,290,Per Carton
2014-01-24,SouthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,1.99,1.99,1.99,10,Per Carton
2014-01-24,SouthEast,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.5,2.5,220,Per Carton
2014-01-24,SouthEast,WHITE LARGE,Conventional,,A,1.05,0.98,1.25,260,Per Carton
2014-01-24,SouthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.44,1.99,2.5,1320,Per Carton
2014-01-24,SouthEast,WHITE MEDIUM,Conventional,,A,1.13,0.99,1.8,110,Per Carton
2014-01-24,SouthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.99,3.99,3.99,270,Per Carton
2014-01-24,SouthWest,BROWN LARGE,USDA Organic,,No Grade,3.99,3.99,3.99,220,Per Carton
2014-01-24,SouthWest,WHITE EXTRA LARGE,Conventional,,AA,2.25,2.25,2.25,20,Per Carton
2014-01-24,SouthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.5,2.5,10,Per Carton
2014-01-24,SouthWest,WHITE LARGE,Conventional,,AA,1.15,0.99,1.44,20,Per Carton
2014-01-24,SouthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.14,1.99,2.29,550,Per Carton
2014-01-24,SouthWest,WHITE MEDIUM,Conventional,,AA,1.5,1.5,1.5,30,Per Carton
2014-01-31,MidWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.83,2.49,3.48,50,Per Carton
2014-01-31,MidWest,BROWN LARGE,USDA Organic,,No Grade,3.99,3.99,3.99,20,Per Carton
2014-01-31,MidWest,BROWN LARGE,Vegatarian-Fed,,No Grade,3.48,3.48,3.48,20,Per Carton
2014-01-31,MidWest,"LIQUID EGG, SMALL CARTON",Conventional,,,1.99,1.99,1.99,110,Per Carton
