report_date,class,period,volume
2023-07-10,Cases Broken,Previous Month Total,6101761.0
2023-07-10,Cases Broken,Prior Week,1459607.0
2023-07-10,Cases Broken,YTD % Change,0.0
2023-07-10,Dried,2022 Year to date,59331.0
2023-07-10,Dried,2023 Year to date,53802.0
2023-07-10,Dried,Current Week,2473.0
2023-07-10,Dried,LY % Change,0.0
2023-07-10,Dried,Last Year,1427.0
2023-07-10,Dried,PW % Change,0.0
2023-07-10,Dried,Previous Month Total,9772.0
2023-07-10,Dried,Prior Week,2340.0
2023-07-10,Dried,YTD % Change,0.0
2023-07-10,Inedible,2022 Year to date,129680.0
2023-07-10,Inedible,2023 Year to date,121187.0
2023-07-10,Inedible,Current Week,4437.0
2023-07-10,Inedible,LY % Change,0.0
2023-07-10,Inedible,Last Year,4343.0
2023-07-10,Inedible,PW % Change,0.0
2023-07-10,Inedible,Previous Month Total,17382.0
2023-07-10,Inedible,Prior Week,4179.0
2023-07-10,Inedible,YTD % Change,0.0
2023-07-10,Inline % of Total Cases Broken,2022 Year to date,0.0
2023-07-10,Inline % of Total Cases Broken,2023 Year to date,0.0
2023-07-10,Inline % of Total Cases Broken,Current Week,0.0
2023-07-10,Inline % of Total Cases Broken,Last Year,0.0
2023-07-10,Inline % of Total Cases Broken,Prior Week,0.0
2023-07-10,Inline % of Total Liquid Whole Egg,2022 Year to date,0.0
2023-07-10,Inline % of Total Liquid Whole Egg,2023 Year to date,0.0
2023-07-10,Inline % of Total Liquid Whole Egg,Current Week,0.0
2023-07-10,Inline % of Total Liquid Whole Egg,Last Year,0.0
2023-07-10,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2023-07-10,Inline Cases Broken,% Change,0.0
2023-07-10,Inline Cases Broken,2022 Year to date,21110964.0
2023-07-10,Inline Cases Broken,2023 Year to date,21442386.0
2023-07-10,Inline Cases Broken,Current Week,840964.0
2023-07-10,Inline Cases Broken,Last Year,695656.0
2023-07-10,Inline Cases Broken,Prior Week,829361.0
2023-07-10,Inline Liquid Whole Egg,% Change,0.0
2023-07-10,Inline Liquid Whole Egg,2022 Year to date,525554.0
2023-07-10,Inline Liquid Whole Egg,2023 Year to date,567640.0
2023-07-10,Inline Liquid Whole Egg,Current Week,21868.0
2023-07-10,Inline Liquid Whole Egg,Last Year,18395.0
2023-07-10,Inline Liquid Whole Egg,Prior Week,20533.0
2023-07-10,Liquid White,2022 Year to date,397976.0
2023-07-10,Liquid White,2023 Year to date,383700.0
2023-07-10,Liquid White,Current Week,14537.0
2023-07-10,Liquid White,LY % Change,0.0
2023-07-10,Liquid White,Last Year,13878.0
2023-07-10,Liquid White,PW % Change,0.0
2023-07-10,Liquid White,Previous Month Total,57846.0
2023-07-10,Liquid White,Prior Week,13475.0
2023-07-10,Liquid White,YTD % Change,0.0
2023-07-10,Liquid Whole,2022 Year to date,1013651.0
2023-07-10,Liquid Whole,2023 Year to date,1023315.0
2023-07-10,Liquid Whole,Current Week,38350.0
2023-07-10,Liquid Whole,LY % Change,0.0
2023-07-10,Liquid Whole,Last Year,35312.0
2023-07-10,Liquid Whole,PW % Change,0.0
2023-07-10,Liquid Whole,Previous Month Total,150258.0
2023-07-10,Liquid Whole,Prior Week,35590.0
2023-07-10,Liquid Whole,YTD % Change,0.0
2023-07-10,Liquid Yolk,2022 Year to date,191901.0
2023-07-10,Liquid Yolk,2023 Year to date,192499.0
2023-07-10,Liquid Yolk,Current Week,7130.0
2023-07-10,Liquid Yolk,LY % Change,0.0
2023-07-10,Liquid Yolk,Last Year,6228.0
2023-07-10,Liquid Yolk,PW % Change,0.0
2023-07-10,Liquid Yolk,Previous Month Total,28961.0
2023-07-10,Liquid Yolk,Prior Week,6821.0
2023-07-10,Liquid Yolk,YTD % Change,0.0
2023-07-10,Yield W/O Inedible,2022 Year to date,0.0
2023-07-10,Yield W/O Inedible,2023 Year to date,0.0
2023-07-10,Yield W/O Inedible,Current Week,0.0
2023-07-10,Yield W/O Inedible,Last Year,0.0
2023-07-10,Yield W/O Inedible,Previous Month Total,0.0
2023-07-10,Yield W/O Inedible,Prior Week,0.0
2023-07-10,Yield With Inedible,Previous Month Total,0.0
2023-07-10,Yield with Inedible,2022 Year to date,0.0
2023-07-10,Yield with Inedible,2023 Year to date,0.0
2023-07-10,Yield with Inedible,Current Week,0.0
2023-07-10,Yield with Inedible,Last Year,0.0
2023-07-10,Yield with Inedible,Prior Week,0.0
2023-07-17,Cases Broken,2022 Year to date,43455644.0
2023-07-17,Cases Broken,2023 Year to date,42961312.0
2023-07-17,Cases Broken,Current Week,1607178.0
2023-07-17,Cases Broken,LY % Change,0.0
2023-07-17,Cases Broken,Last Year,1495701.0
2023-07-17,Cases Broken,PW % Change,0.0
2023-07-17,Cases Broken,Previous Month Total,6101761.0
2023-07-17,Cases Broken,Prior Week,1570628.0
2023-07-17,Cases Broken,YTD % Change,0.0
2023-07-17,Dried,2022 Year to date,60899.0
2023-07-17,Dried,2023 Year to date,56534.0
2023-07-17,Dried,Current Week,2732.0
2023-07-17,Dried,LY % Change,0.0
2023-07-17,Dried,Last Year,1568.0
2023-07-17,Dried,PW % Change,0.0
2023-07-17,Dried,Previous Month Total,9772.0
2023-07-17,Dried,Prior Week,2473.0
2023-07-17,Dried,YTD % Change,0.0
2023-07-17,Inedible,2022 Year to date,134062.0
2023-07-17,Inedible,2023 Year to date,125895.0
2023-07-17,Inedible,Current Week,4708.0
2023-07-17,Inedible,LY % Change,0.0
2023-07-17,Inedible,Last Year,4381.0
2023-07-17,Inedible,PW % Change,0.0
2023-07-17,Inedible,Previous Month Total,17382.0
2023-07-17,Inedible,Prior Week,4437.0
2023-07-17,Inedible,YTD % Change,0.0
2023-07-17,Inline % of Total Cases Broken,2022 Year to date,0.0
2023-07-17,Inline % of Total Cases Broken,2023 Year to date,0.0
2023-07-17,Inline % of Total Cases Broken,Current Week,0.0
2023-07-17,Inline % of Total Cases Broken,Last Year,0.0
2023-07-17,Inline % of Total Cases Broken,Prior Week,0.0
2023-07-17,Inline % of Total Liquid Whole Egg,2022 Year to date,0.0
2023-07-17,Inline % of Total Liquid Whole Egg,2023 Year to date,0.0
2023-07-17,Inline % of Total Liquid Whole Egg,Current Week,0.0
2023-07-17,Inline % of Total Liquid Whole Egg,Last Year,0.0
2023-07-17,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2023-07-17,Inline Cases Broken,% Change,0.0
2023-07-17,Inline Cases Broken,2022 Year to date,21829672.0
2023-07-17,Inline Cases Broken,2023 Year to date,22286229.0
2023-07-17,Inline Cases Broken,Current Week,843843.0
2023-07-17,Inline Cases Broken,Last Year,718708.0
2023-07-17,Inline Cases Broken,Prior Week,840964.0
2023-07-17,Inline Liquid Whole Egg,% Change,0.0
2023-07-17,Inline Liquid Whole Egg,2022 Year to date,545011.0
2023-07-17,Inline Liquid Whole Egg,2023 Year to date,588916.0
2023-07-17,Inline Liquid Whole Egg,Current Week,21276.0
2023-07-17,Inline Liquid Whole Egg,Last Year,19457.0
2023-07-17,Inline Liquid Whole Egg,Prior Week,21868.0
2023-07-17,Liquid White,2022 Year to date,411800.0
2023-07-17,Liquid White,2023 Year to date,399157.0
2023-07-17,Liquid White,Current Week,15456.0
2023-07-17,Liquid White,LY % Change,0.0
2023-07-17,Liquid White,Last Year,13824.0
2023-07-17,Liquid White,PW % Change,0.0
2023-07-17,Liquid White,Previous Month Total,57846.0
2023-07-17,Liquid White,Prior Week,14537.0
2023-07-17,Liquid White,YTD % Change,0.0
2023-07-17,Liquid Whole,2022 Year to date,1049924.0
2023-07-17,Liquid Whole,2023 Year to date,1061814.0
2023-07-17,Liquid Whole,Current Week,38499.0
2023-07-17,Liquid Whole,LY % Change,0.0
2023-07-17,Liquid Whole,Last Year,36273.0
2023-07-17,Liquid Whole,PW % Change,0.0
2023-07-17,Liquid Whole,Previous Month Total,150258.0
2023-07-17,Liquid Whole,Prior Week,38350.0
2023-07-17,Liquid Whole,YTD % Change,0.0
2023-07-17,Liquid Yolk,2022 Year to date,198264.0
2023-07-17,Liquid Yolk,2023 Year to date,200177.0
2023-07-17,Liquid Yolk,Current Week,7677.0
2023-07-17,Liquid Yolk,LY % Change,0.0
2023-07-17,Liquid Yolk,Last Year,6362.0
2023-07-17,Liquid Yolk,PW % Change,0.0
2023-07-17,Liquid Yolk,Previous Month Total,28961.0
2023-07-17,Liquid Yolk,Prior Week,7130.0
2023-07-17,Liquid Yolk,YTD % Change,0.0
2023-07-17,Yield W/O Inedible,2022 Year to date,0.0
2023-07-17,Yield W/O Inedible,2023 Year to date,0.0
2023-07-17,Yield W/O Inedible,Current Week,0.0
2023-07-17,Yield W/O Inedible,Last Year,0.0
2023-07-17,Yield W/O Inedible,Previous Month Total,0.0
2023-07-17,Yield W/O Inedible,Prior Week,0.0
2023-07-17,Yield With Inedible,Previous Month Total,0.0
2023-07-17,Yield with Inedible,2022 Year to date,0.0
2023-07-17,Yield with Inedible,2023 Year to date,0.0
2023-07-17,Yield with Inedible,Current Week,0.0
2023-07-17,Yield with Inedible,Last Year,0.0
2023-07-17,Yield with Inedible,Prior Week,0.0
2023-07-24,Cases Broken,2022 Year to date,44960757.0
2023-07-24,Cases Broken,2023 Year to date,44522094.0
2023-07-24,Cases Broken,Current Week,1560782.0
2023-07-24,Cases Broken,LY % Change,0.0
2023-07-24,Cases Broken,Last Year,1505113.0
2023-07-24,Cases Broken,PW % Change,0.0
2023-07-24,Cases Broken,Previous Month Total,6101761.0
2023-07-24,Cases Broken,Prior Week,1607178.0
2023-07-24,Cases Broken,YTD % Change,0.0
2023-07-24,Dried,2022 Year to date,62754.0
2023-07-24,Dried,2023 Year to date,58924.0
2023-07-24,Dried,Current Week,2390.0
2023-07-24,Dried,LY % Change,0.0
2023-07-24,Dried,Last Year,1855.0
2023-07-24,Dried,PW % Change,0.0
2023-07-24,Dried,Previous Month Total,9772.0
2023-07-24,Dried,Prior Week,2732.0
2023-07-24,Dried,YTD % Change,0.0
2023-07-24,Inedible,2022 Year to date,138516.0
2023-07-24,Inedible,2023 Year to date,130431.0
2023-07-24,Inedible,Current Week,4536.0
2023-07-24,Inedible,LY % Change,0.0
2023-07-24,Inedible,Last Year,4454.0
2023-07-24,Inedible,PW % Change,0.0
2023-07-24,Inedible,Previous Month Total,17382.0
2023-07-24,Inedible,Prior Week,4708.0
2023-07-24,Inedible,YTD % Change,0.0
2023-07-24,Inline % of Total Cases Broken,2022 Year to date,0.0
2023-07-24,Inline % of Total Cases Broken,2023 Year to date,0.0
2023-07-24,Inline % of Total Cases Broken,Current Week,0.0
2023-07-24,Inline % of Total Cases Broken,Last Year,0.0
2023-07-24,Inline % of Total Cases Broken,Prior Week,0.0
2023-07-24,Inline % of Total Liquid Whole Egg,2022 Year to date,0.0
2023-07-24,Inline % of Total Liquid Whole Egg,2023 Year to date,0.0
2023-07-24,Inline % of Total Liquid Whole Egg,Current Week,0.0
2023-07-24,Inline % of Total Liquid Whole Egg,Last Year,0.0
2023-07-24,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2023-07-24,Inline Cases Broken,% Change,0.0
2023-07-24,Inline Cases Broken,2022 Year to date,22562118.0
2023-07-24,Inline Cases Broken,2023 Year to date,23111521.0
2023-07-24,Inline Cases Broken,Current Week,825292.0
2023-07-24,Inline Cases Broken,Last Year,732446.0
2023-07-24,Inline Cases Broken,Prior Week,843843.0
2023-07-24,Inline Liquid Whole Egg,% Change,0.0
2023-07-24,Inline Liquid Whole Egg,2022 Year to date,564033.0
2023-07-24,Inline Liquid Whole Egg,2023 Year to date,609914.0
2023-07-24,Inline Liquid Whole Egg,Current Week,20997.0
2023-07-24,Inline Liquid Whole Egg,Last Year,19022.0
2023-07-24,Inline Liquid Whole Egg,Prior Week,21276.0
2023-07-24,Liquid White,2022 Year to date,425632.0
2023-07-24,Liquid White,2023 Year to date,413610.0
2023-07-24,Liquid White,Current Week,14454.0
2023-07-24,Liquid White,LY % Change,0.0
2023-07-24,Liquid White,Last Year,13832.0
2023-07-24,Liquid White,PW % Change,0.0
2023-07-24,Liquid White,Previous Month Total,57846.0
2023-07-24,Liquid White,Prior Week,15456.0
2023-07-24,Liquid White,YTD % Change,0.0
2023-07-24,Liquid Whole,2022 Year to date,1086202.0
2023-07-24,Liquid Whole,2023 Year to date,1099994.0
2023-07-24,Liquid Whole,Current Week,38180.0
2023-07-24,Liquid Whole,LY % Change,0.0
2023-07-24,Liquid Whole,Last Year,36278.0
2023-07-24,Liquid Whole,PW % Change,0.0
2023-07-24,Liquid Whole,Previous Month Total,150258.0
2023-07-24,Liquid Whole,Prior Week,38499.0
2023-07-24,Liquid Whole,YTD % Change,0.0
2023-07-24,Liquid Yolk,2022 Year to date,204628.0
2023-07-24,Liquid Yolk,2023 Year to date,207646.0
2023-07-24,Liquid Yolk,Current Week,7469.0
2023-07-24,Liquid Yolk,LY % Change,0.0
2023-07-24,Liquid Yolk,Last Year,6365.0
2023-07-24,Liquid Yolk,PW % Change,0.0
2023-07-24,Liquid Yolk,Previous Month Total,28961.0
2023-07-24,Liquid Yolk,Prior Week,7677.0
2023-07-24,Liquid Yolk,YTD % Change,0.0
2023-07-24,Yield W/O Inedible,2022 Year to date,0.0
2023-07-24,Yield W/O Inedible,2023 Year to date,0.0
2023-07-24,Yield W/O Inedible,Current Week,0.0
2023-07-24,Yield W/O Inedible,Last Year,0.0
2023-07-24,Yield W/O Inedible,Previous Month Total,0.0
2023-07-24,Yield W/O Inedible,Prior Week,0.0
2023-07-24,Yield With Inedible,Previous Month Total,0.0
2023-07-24,Yield with Inedible,2022 Year to date,0.0
2023-07-24,Yield with Inedible,2023 Year to date,0.0
2023-07-24,Yield with Inedible,Current Week,0.0
2023-07-24,Yield with Inedible,Last Year,0.0
2023-07-24,Yield with Inedible,Prior Week,0.0
2023-07-31,Cases Broken,2022 Year to date,46476602.0
2023-07-31,Cases Broken,2023 Year to date,46119189.0
2023-07-31,Cases Broken,Current Week,1597095.0
2023-07-31,Cases Broken,LY % Change,0.0
2023-07-31,Cases Broken,Last Year,1515845.0
2023-07-31,Cases Broken,PW % Change,0.0
2023-07-31,Cases Broken,Previous Month Total,6198195.0
2023-07-31,Cases Broken,Prior Week,1560782.0
2023-07-31,Cases Broken,YTD % Change,0.0
2023-07-31,Dried,2022 Year to date,64300.0
2023-07-31,Dried,2023 Year to date,61451.0
2023-07-31,Dried,Current Week,2527.0
2023-07-31,Dried,LY % Change,0.0
2023-07-31,Dried,Last Year,1545.0
2023-07-31,Dried,PW % Change,0.0
2023-07-31,Dried,Previous Month Total,9935.0
2023-07-31,Dried,Prior Week,2390.0
2023-07-31,Dried,YTD % Change,0.0
2023-07-31,Inedible,2022 Year to date,142610.0
2023-07-31,Inedible,2023 Year to date,134940.0
2023-07-31,Inedible,Current Week,4509.0
2023-07-31,Inedible,LY % Change,0.0
2023-07-31,Inedible,Last Year,4094.0
2023-07-31,Inedible,PW % Change,0.0
2023-07-31,Inedible,Previous Month Total,17860.0
2023-07-31,Inedible,Prior Week,4536.0
2023-07-31,Inedible,YTD % Change,0.0
2023-07-31,Inline % of Total Cases Broken,2022 Year to date,0.0
2023-07-31,Inline % of Total Cases Broken,2023 Year to date,0.0
2023-07-31,Inline % of Total Cases Broken,Current Week,0.0
2023-07-31,Inline % of Total Cases Broken,Last Year,0.0
2023-07-31,Inline % of Total Cases Broken,Prior Week,0.0
2023-07-31,Inline % of Total Liquid Whole Egg,2022 Year to date,0.0
2023-07-31,Inline % of Total Liquid Whole Egg,2023 Year to date,0.0
2023-07-31,Inline % of Total Liquid Whole Egg,Current Week,0.0
2023-07-31,Inline % of Total Liquid Whole Egg,Last Year,0.0
2023-07-31,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2023-07-31,Inline Cases Broken,% Change,0.0
2023-07-31,Inline Cases Broken,2022 Year to date,23301443.0
2023-07-31,Inline Cases Broken,2023 Year to date,23942269.0
2023-07-31,Inline Cases Broken,Current Week,830748.0
2023-07-31,Inline Cases Broken,Last Year,739325.0
2023-07-31,Inline Cases Broken,Prior Week,825292.0
2023-07-31,Inline Liquid Whole Egg,% Change,0.0
2023-07-31,Inline Liquid Whole Egg,2022 Year to date,584055.0
2023-07-31,Inline Liquid Whole Egg,2023 Year to date,631287.0
2023-07-31,Inline Liquid Whole Egg,Current Week,21373.0
2023-07-31,Inline Liquid Whole Egg,Last Year,20022.0
2023-07-31,Inline Liquid Whole Egg,Prior Week,20997.0
2023-07-31,Liquid White,2022 Year to date,439950.0
2023-07-31,Liquid White,2023 Year to date,429650.0
2023-07-31,Liquid White,Current Week,16040.0
2023-07-31,Liquid White,LY % Change,0.0
2023-07-31,Liquid White,Last Year,14319.0
2023-07-31,Liquid White,PW % Change,0.0
2023-07-31,Liquid White,Previous Month Total,57921.0
2023-07-31,Liquid White,Prior Week,14454.0
2023-07-31,Liquid White,YTD % Change,0.0
2023-07-31,Liquid Whole,2022 Year to date,1122708.0
2023-07-31,Liquid Whole,2023 Year to date,1137726.0
2023-07-31,Liquid Whole,Current Week,37732.0
2023-07-31,Liquid Whole,LY % Change,0.0
2023-07-31,Liquid Whole,Last Year,36505.0
2023-07-31,Liquid Whole,PW % Change,0.0
2023-07-31,Liquid Whole,Previous Month Total,150618.0
2023-07-31,Liquid Whole,Prior Week,38180.0
2023-07-31,Liquid Whole,YTD % Change,0.0
2023-07-31,Liquid Yolk,2022 Year to date,211228.0
2023-07-31,Liquid Yolk,2023 Year to date,215452.0
2023-07-31,Liquid Yolk,Current Week,7806.0
2023-07-31,Liquid Yolk,LY % Change,0.0
2023-07-31,Liquid Yolk,Last Year,6600.0
2023-07-31,Liquid Yolk,PW % Change,0.0
2023-07-31,Liquid Yolk,Previous Month Total,29097.0
2023-07-31,Liquid Yolk,Prior Week,7469.0
2023-07-31,Liquid Yolk,YTD % Change,0.0
2023-07-31,Yield W/O Inedible,2022 Year to date,0.0
2023-07-31,Yield W/O Inedible,2023 Year to date,0.0
2023-07-31,Yield W/O Inedible,Current Week,0.0
2023-07-31,Yield W/O Inedible,Last Year,0.0
2023-07-31,Yield W/O Inedible,Previous Month Total,0.0
2023-07-31,Yield W/O Inedible,Prior Week,0.0
2023-07-31,Yield With Inedible,Previous Month Total,0.0
2023-07-31,Yield with Inedible,2022 Year to date,0.0
2023-07-31,Yield with Inedible,2023 Year to date,0.0
2023-07-31,Yield with Inedible,Current Week,0.0
2023-07-31,Yield with Inedible,Last Year,0.0
2023-07-31,Yield with Inedible,Prior Week,0.0
2023-08-07,Cases Broken,2022 Year to date,48015049.0
2023-08-07,Cases Broken,2023 Year to date,47724845.0
2023-08-07,Cases Broken,Current Week,1605656.0
2023-08-07,Cases Broken,LY % Change,0.0
2023-08-07,Cases Broken,Last Year,1538447.0
2023-08-07,Cases Broken,PW % Change,0.0
2023-08-07,Cases Broken,Previous Month Total,6198195.0
2023-08-07,Cases Broken,Prior Week,1597095.0
2023-08-07,Cases Broken,YTD % Change,0.0
2023-08-07,Dried,2022 Year to date,65751.0
2023-08-07,Dried,2023 Year to date,63867.0
2023-08-07,Dried,Current Week,2416.0
2023-08-07,Dried,LY % Change,0.0
2023-08-07,Dried,Last Year,1451.0
2023-08-07,Dried,PW % Change,0.0
2023-08-07,Dried,Previous Month Total,9935.0
2023-08-07,Dried,Prior Week,2527.0
2023-08-07,Dried,YTD % Change,0.0
2023-08-07,Inedible,2022 Year to date,146991.0
2023-08-07,Inedible,2023 Year to date,139436.0
2023-08-07,Inedible,Current Week,4496.0
2023-08-07,Inedible,LY % Change,0.0
2023-08-07,Inedible,Last Year,4381.0
2023-08-07,Inedible,PW % Change,0.0
2023-08-07,Inedible,Previous Month Total,17860.0
2023-08-07,Inedible,Prior Week,4509.0
2023-08-07,Inedible,YTD % Change,0.0
2023-08-07,Inline % of Total Cases Broken,2022 Year to date,0.0
2023-08-07,Inline % of Total Cases Broken,2023 Year to date,0.0
2023-08-07,Inline % of Total Cases Broken,Current Week,0.0
2023-08-07,Inline % of Total Cases Broken,Last Year,0.0
2023-08-07,Inline % of Total Cases Broken,Prior Week,0.0
2023-08-07,Inline % of Total Liquid Whole Egg,2022 Year to date,0.0
2023-08-07,Inline % of Total Liquid Whole Egg,2023 Year to date,0.0
2023-08-07,Inline % of Total Liquid Whole Egg,Current Week,0.0
2023-08-07,Inline % of Total Liquid Whole Egg,Last Year,0.0
2023-08-07,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2023-08-07,Inline Cases Broken,% Change,0.0
2023-08-07,Inline Cases Broken,2022 Year to date,24035164.0
2023-08-07,Inline Cases Broken,2023 Year to date,24778619.0
2023-08-07,Inline Cases Broken,Current Week,836350.0
2023-08-07,Inline Cases Broken,Last Year,733721.0
2023-08-07,Inline Cases Broken,Prior Week,830748.0
2023-08-07,Inline Liquid Whole Egg,% Change,0.0
2023-08-07,Inline Liquid Whole Egg,2022 Year to date,604004.0
2023-08-07,Inline Liquid Whole Egg,2023 Year to date,653291.0
2023-08-07,Inline Liquid Whole Egg,Current Week,22005.0
2023-08-07,Inline Liquid Whole Egg,Last Year,19949.0
2023-08-07,Inline Liquid Whole Egg,Prior Week,21373.0
2023-08-07,Liquid White,2022 Year to date,454724.0
2023-08-07,Liquid White,2023 Year to date,444471.0
2023-08-07,Liquid White,Current Week,14820.0
2023-08-07,Liquid White,LY % Change,0.0
2023-08-07,Liquid White,Last Year,14774.0
2023-08-07,Liquid White,PW % Change,0.0
2023-08-07,Liquid White,Previous Month Total,57921.0
2023-08-07,Liquid White,Prior Week,16040.0
2023-08-07,Liquid White,YTD % Change,0.0
2023-08-07,Liquid Whole,2022 Year to date,1159476.0
2023-08-07,Liquid Whole,2023 Year to date,1176114.0
2023-08-07,Liquid Whole,Current Week,38389.0
2023-08-07,Liquid Whole,LY % Change,0.0
2023-08-07,Liquid Whole,Last Year,36768.0
2023-08-07,Liquid Whole,PW % Change,0.0
2023-08-07,Liquid Whole,Previous Month Total,150618.0
2023-08-07,Liquid Whole,Prior Week,37732.0
2023-08-07,Liquid Whole,YTD % Change,0.0
2023-08-07,Liquid Yolk,2022 Year to date,218056.0
2023-08-07,Liquid Yolk,2023 Year to date,222733.0
2023-08-07,Liquid Yolk,Current Week,7280.0
2023-08-07,Liquid Yolk,LY % Change,0.0
2023-08-07,Liquid Yolk,Last Year,6827.0
2023-08-07,Liquid Yolk,PW % Change,0.0
2023-08-07,Liquid Yolk,Previous Month Total,29097.0
2023-08-07,Liquid Yolk,Prior Week,7806.0
2023-08-07,Liquid Yolk,YTD % Change,0.0
2023-08-07,Yield W/O Inedible,2022 Year to date,0.0
2023-08-07,Yield W/O Inedible,2023 Year to date,0.0
2023-08-07,Yield W/O Inedible,Current Week,0.0
2023-08-07,Yield W/O Inedible,Last Year,0.0
2023-08-07,Yield W/O Inedible,Previous Month Total,0.0
2023-08-07,Yield W/O Inedible,Prior Week,0.0
2023-08-07,Yield With Inedible,Previous Month Total,0.0
2023-08-07,Yield with Inedible,2022 Year to date,0.0
2023-08-07,Yield with Inedible,2023 Year to date,0.0
2023-08-07,Yield with Inedible,Current Week,0.0
2023-08-07,Yield with Inedible,Last Year,0.0
2023-08-07,Yield with Inedible,Prior Week,0.0
2023-08-14,Cases Broken,2022 Year to date,49543190.0
2023-08-14,Cases Broken,2023 Year to date,49266465.0
2023-08-14,Cases Broken,Current Week,1541620.0
2023-08-14,Cases Broken,LY % Change,0.0
2023-08-14,Cases Broken,Last Year,1528141.0
2023-08-14,Cases Broken,PW % Change,0.0
2023-08-14,Cases Broken,Previous Month Total,6198195.0
2023-08-14,Cases Broken,Prior Week,1605656.0
2023-08-14,Cases Broken,YTD % Change,0.0
2023-08-14,Dried,2022 Year to date,67335.0
2023-08-14,Dried,2023 Year to date,66131.0
2023-08-14,Dried,Current Week,2264.0
2023-08-14,Dried,LY % Change,0.0
2023-08-14,Dried,Last Year,1584.0
2023-08-14,Dried,PW % Change,0.0
2023-08-14,Dried,Previous Month Total,9935.0
2023-08-14,Dried,Prior Week,2416.0
2023-08-14,Dried,YTD % Change,0.0
2023-08-14,Inedible,2022 Year to date,151448.0
2023-08-14,Inedible,2023 Year to date,143817.0
2023-08-14,Inedible,Current Week,4381.0
2023-08-14,Inedible,LY % Change,0.0
2023-08-14,Inedible,Last Year,4457.0
2023-08-14,Inedible,PW % Change,0.0
2023-08-14,Inedible,Previous Month Total,17860.0
2023-08-14,Inedible,Prior Week,4496.0
2023-08-14,Inedible,YTD % Change,0.0
2023-08-14,Inline % of Total Cases Broken,2022 Year to date,0.0
2023-08-14,Inline % of Total Cases Broken,2023 Year to date,0.0
2023-08-14,Inline % of Total Cases Broken,Current Week,0.0
2023-08-14,Inline % of Total Cases Broken,Last Year,0.0
2023-08-14,Inline % of Total Cases Broken,Prior Week,0.0
2023-08-14,Inline % of Total Liquid Whole Egg,2022 Year to date,0.0
2023-08-14,Inline % of Total Liquid Whole Egg,2023 Year to date,0.0
2023-08-14,Inline % of Total Liquid Whole Egg,Current Week,0.0
2023-08-14,Inline % of Total Liquid Whole Egg,Last Year,0.0
2023-08-14,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2023-08-14,Inline Cases Broken,% Change,0.0
2023-08-14,Inline Cases Broken,2022 Year to date,24777783.0
2023-08-14,Inline Cases Broken,2023 Year to date,25602055.0
2023-08-14,Inline Cases Broken,Current Week,823436.0
2023-08-14,Inline Cases Broken,Last Year,742619.0
2023-08-14,Inline Cases Broken,Prior Week,836350.0
2023-08-14,Inline Liquid Whole Egg,% Change,0.0
2023-08-14,Inline Liquid Whole Egg,2022 Year to date,623678.0
2023-08-14,Inline Liquid Whole Egg,2023 Year to date,675165.0
2023-08-14,Inline Liquid Whole Egg,Current Week,21874.0
2023-08-14,Inline Liquid Whole Egg,Last Year,19675.0
2023-08-14,Inline Liquid Whole Egg,Prior Week,22005.0
2023-08-14,Liquid White,2022 Year to date,469264.0
2023-08-14,Liquid White,2023 Year to date,458207.0
2023-08-14,Liquid White,Current Week,13736.0
2023-08-14,Liquid White,LY % Change,0.0
2023-08-14,Liquid White,Last Year,14540.0
2023-08-14,Liquid White,PW % Change,0.0
2023-08-14,Liquid White,Previous Month Total,57921.0
2023-08-14,Liquid White,Prior Week,14820.0
2023-08-14,Liquid White,YTD % Change,0.0
2023-08-14,Liquid Whole,2022 Year to date,1196401.0
2023-08-14,Liquid Whole,2023 Year to date,1214872.0
2023-08-14,Liquid Whole,Current Week,38757.0
2023-08-14,Liquid Whole,LY % Change,0.0
2023-08-14,Liquid Whole,Last Year,36924.0
2023-08-14,Liquid Whole,PW % Change,0.0
2023-08-14,Liquid Whole,Previous Month Total,150618.0
2023-08-14,Liquid Whole,Prior Week,38389.0
2023-08-14,Liquid Whole,YTD % Change,0.0
2023-08-14,Liquid Yolk,2022 Year to date,224908.0
2023-08-14,Liquid Yolk,2023 Year to date,229721.0
2023-08-14,Liquid Yolk,Current Week,6989.0
2023-08-14,Liquid Yolk,LY % Change,0.0
2023-08-14,Liquid Yolk,Last Year,6852.0
2023-08-14,Liquid Yolk,PW % Change,0.0
2023-08-14,Liquid Yolk,Previous Month Total,29097.0
2023-08-14,Liquid Yolk,Prior Week,7280.0
2023-08-14,Liquid Yolk,YTD % Change,0.0
2023-08-14,Yield W/O Inedible,2022 Year to date,0.0
2023-08-14,Yield W/O Inedible,2023 Year to date,0.0
2023-08-14,Yield W/O Inedible,Current Week,0.0
2023-08-14,Yield W/O Inedible,Last Year,0.0
2023-08-14,Yield W/O Inedible,Previous Month Total,0.0
2023-08-14,Yield W/O Inedible,Prior Week,0.0
2023-08-14,Yield With Inedible,Previous Month Total,0.0
2023-08-14,Yield with Inedible,2022 Year to date,0.0
2023-08-14,Yield with Inedible,2023 Year to date,0.0
