confirmation_date,state,county,flock_type,species,flock_size
2022-02-08,Indiana,Dubois,Commercial Turkey Meat Bird,,29000
2022-02-12,Kentucky,Fulton,Commercial Broiler Production,,231400
2022-02-12,Virginia,Fauquier,WOAH Non-Poultry,,90
2022-02-15,Kentucky,Webster,Commercial Turkey Meat Bird,,53300
2022-02-16,Indiana,Dubois,Commercial Turkey Meat Bird,,26600
2022-02-18,New York,Suffolk,WOAH Non-Poultry,,8
2022-02-19,Maine,Knox,WOAH Non-Poultry,,30
2022-02-22,Delaware,New Castle,Commercial Table Egg Layer,,1046900
2022-02-23,Indiana,Greene,Commercial Turkey Meat Bird,,48200
2022-02-23,Indiana,Greene,Commercial Turkey Meat Bird,,15400
2022-02-23,Maine,Knox,WOAH Non-Poultry,,100
2022-02-23,Michigan,Kalamazoo,WOAH Non-Poultry,,30
2022-02-24,Indiana,Dubois,Commercial Turkey Meat Bird,,36000
2022-02-24,New York,Ulster,WOAH Non-Poultry,,70
2022-02-24,New York,Dutchess,WOAH Non-Poultry,,200
2022-03-01,Connecticut,New London,WOAH Non-Poultry,,160
2022-03-01,Iowa,Pottawattamie,WOAH Non-Poultry,,40
2022-03-02,Indiana,Dubois,Commercial Turkey Meat Bird,,16500
2022-03-04,Maryland,Cecil,Commercial Table Egg Layer,,644000
2022-03-04,Missouri,Stoddard,Commercial Broiler Production,,294800
2022-03-04,Missouri,Bates,WOAH Non-Poultry,,50
2022-03-05,South Dakota,Charles Mix,Commercial Turkey Meat Bird,,44100
2022-03-06,Iowa,Buena Vista,Commercial Turkey Meat Bird,,49800
2022-03-08,Delaware,New Castle,Commercial Table Egg Pullets,,243900
2022-03-08,Maryland,Queen Anne's,Commercial Broiler Production,,139300
2022-03-08,Missouri,Jasper,Commercial Turkey Meat Bird,,25000
2022-03-09,Missouri,Lawrence,Commercial Turkey Breeder Replacement Hens,,37800
2022-03-10,Iowa,Taylor,Commercial Table Egg Layer,,915900
2022-03-10,Maryland,Cecil,Commercial Table Egg Layer,,663400
2022-03-11,Illinois,Mclean,WOAH Non-Poultry,,40
2022-03-11,Kansas,Franklin,WOAH Poultry,,260
2022-03-12,Maine,Lincoln,WOAH Non-Poultry,,100
2022-03-12,South Dakota,Charles Mix,Commercial Turkey Meat Bird,,37500
2022-03-14,Maine,York,WOAH Non-Poultry,,180
2022-03-14,Wisconsin,Jefferson,Commercial Table Egg Layer,,2750700
2022-03-15,Missouri,Ralls,WOAH Non-Poultry,,100
2022-03-15,Nebraska,Merrick,WOAH Non-Poultry,,90
2022-03-16,New Hampshire,Rockingham,WOAH Non-Poultry,,150
2022-03-17,Delaware,Kent,Commercial Broiler Production,,147800
2022-03-17,Iowa,Buena Vista,Commercial Table Egg Layer,,5347500
2022-03-17,Kansas,Sedgwick,WOAH Non-Poultry,,6
2022-03-17,Maine,Lincoln,WOAH Non-Poultry,,30
2022-03-18,Kansas,Dickinson,WOAH Poultry,,250
2022-03-18,Maryland,Cecil,Commercial Table Egg Pullets,,315400
2022-03-18,South Dakota,Hanson,Commercial Turkey Meat Bird,,20200
2022-03-18,South Dakota,Kingsbury,Commercial Turkey Meat Bird,,39200
2022-03-19,Maine,York,WOAH Non-Poultry,,70
2022-03-19,Maine,Knox,WOAH Non-Poultry,,20
2022-03-20,Iowa,Warren,WOAH Non-Poultry,,10
2022-03-20,South Dakota,Hutchinson,Commercial Turkey Meat Bird,,50400
2022-03-22,Maine,Cumberland,WOAH Poultry,,250
2022-03-22,Nebraska,Butler,Commercial Broiler Production,,570000
2022-03-22,South Dakota,Charles Mix,Commercial Turkey Meat Bird,,53800
2022-03-22,South Dakota,Hanson,Commercial Turkey Meat Bird,,94600
2022-03-22,South Dakota,Beadle,Commercial Turkey Meat Bird,,29400
2022-03-23,New York,Suffolk,Commercial Upland Gamebird Producer,,8500
2022-03-23,South Dakota,Kingsbury,Commercial Table Egg Layer,,120300
2022-03-23,South Dakota,Edmunds,Commercial Turkey Breeder Hens,,30800
2022-03-23,South Dakota,Beadle,Commercial Turkey Meat Bird,,49900
2022-03-24,Iowa,Buena Vista,Commercial Turkey Meat Bird,,53800
2022-03-24,Michigan,Macomb,WOAH Non-Poultry,,70
2022-03-24,Nebraska,Butler,Commercial Broiler Production,,418500
2022-03-24,South Dakota,Jerauld,Commercial Turkey Meat Bird,,44000
2022-03-25,Iowa,Franklin,Commercial Table Egg Pullets,,250200
2022-03-25,Kansas,Mitchell,WOAH Non-Poultry,,20
2022-03-25,New York,Suffolk,WOAH Poultry,,290
2022-03-25,South Dakota,Hutchinson,Commercial Turkey Meat Bird,,45800
2022-03-26,Maine,Washington,WOAH Non-Poultry,,20
2022-03-26,Minnesota,Stearns,Commercial Turkey Meat Bird,,23500
2022-03-26,Minnesota,Meeker,Commercial Turkey Meat Bird,,287500
2022-03-26,Minnesota,Mower,WOAH Non-Poultry,,20
2022-03-26,Missouri,Gentry,WOAH Non-Poultry,,140
2022-03-26,Nebraska,Holt,WOAH Non-Poultry,,50
2022-03-26,South Dakota,Bon Homme,WOAH Non-Poultry,,230
2022-03-27,South Dakota,Hutchinson,Commercial Turkey Meat Bird,,39200
2022-03-27,South Dakota,Clark,Commercial Turkey Meat Bird,,43100
2022-03-27,South Dakota,Mcpherson,Commercial Turkey Meat Bird,,43900
2022-03-28,Iowa,Guthrie,Commercial Table Egg Layer,,1460000
2022-03-28,Iowa,Hamilton,Commercial Turkey Meat Bird,,25800
2022-03-29,Maine,Knox,WOAH Non-Poultry,,40
2022-03-29,Massachusetts,Berkshire,WOAH Non-Poultry,,260
2022-03-29,Minnesota,Lac Qui Parle,Commercial Turkey Meat Bird,,22500
2022-03-29,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,,39500
2022-03-29,New York,Monroe,WOAH Poultry,,400
2022-03-29,North Carolina,Johnston,Commercial Turkey Meat Bird,,32100
2022-03-29,North Dakota,Kidder,WOAH Poultry,,30
2022-03-29,Ohio,Franklin,WOAH Non-Poultry,,8
2022-03-29,South Dakota,Edmunds,Commercial Turkey Breeder Hens,,21900
2022-03-29,South Dakota,Bon Homme,Commercial Turkey Meat Bird,,48200
2022-03-29,South Dakota,Spink,Commercial Turkey Meat Bird,,45900
2022-03-29,Wyoming,Johnson,WOAH Non-Poultry,,40
2022-03-30,Iowa,Buena Vista,Commercial Turkey Meat Bird,,35600
2022-03-30,Maine,Lincoln,WOAH Non-Poultry,,3
2022-03-30,South Dakota,Brule,Commercial Turkey Meat Bird,,55100
2022-03-30,Wyoming,Park,WOAH Non-Poultry,,40
2022-03-31,Illinois,Carroll,WOAH Non-Poultry,,40
2022-03-31,Iowa,Osceola,Commercial Table Egg Layer,,5011700
2022-03-31,Iowa,Cherokee,Commercial Turkey Meat Bird,,88000
2022-03-31,Minnesota,Morrison,Commercial Turkey Meat Bird,,52600
2022-03-31,Minnesota,Stearns,WOAH Non-Poultry,,150
2022-03-31,North Dakota,Dickey,WOAH Poultry,,30
2022-03-31,South Dakota,Mcpherson,Commercial Turkey Breeder Hens,,26000
2022-04-01,Missouri,Jasper,Commercial Turkey Meat Bird,,35300
2022-04-01,North Dakota,Dickey,Commercial Turkey Meat Bird,,60700
2022-04-01,South Dakota,Edmunds,Commercial Turkey Breeder Replacement Hens,,30600
2022-04-01,South Dakota,Charles Mix,Commercial Turkey Meat Bird,,81500
2022-04-01,Wisconsin,Rock,WOAH Non-Poultry,,20
2022-04-01,Wyoming,Fremont,WOAH Non-Poultry,,50
2022-04-02,Iowa,Humboldt,Commercial Table Egg Breeder,,15300
2022-04-02,Iowa,Sac,Commercial Turkey Meat Bird,,37200
2022-04-02,Minnesota,Stearns,Commercial Turkey Meat Bird,,27600
2022-04-02,North Carolina,Wayne,Commercial Turkey Meat Bird,,16900
2022-04-02,North Carolina,Johnston,Commercial Turkey Meat Bird,,9500
2022-04-02,North Carolina,Johnston,Commercial Turkey Meat Bird,,18900
2022-04-02,North Dakota,Lamoure,Commercial Turkey Meat Bird,,27400
2022-04-02,South Dakota,Lake,Commercial Turkey Meat Bird,,59000
2022-04-02,South Dakota,Spink,Commercial Turkey Meat Bird,,41800
2022-04-03,Minnesota,Dodge,Commercial Turkey Meat Bird,,20000
2022-04-03,Minnesota,Le Sueur,Commercial Turkey Meat Bird,,19600
2022-04-03,Texas,Erath,Commercial Upland Gamebird Producer,,1700
2022-04-04,Iowa,Hamilton,Commercial Turkey Poult Supplier,,8100
2022-04-04,Minnesota,Kandiyohi,Commercial Turkey Breeder Hens,,20400
2022-04-04,Minnesota,Kandiyohi,Commercial Turkey Breeder Hens,,48500
2022-04-04,Minnesota,Becker,Commercial Turkey Meat Bird,,44700
2022-04-04,Minnesota,Morrison,Commercial Turkey Meat Bird,,32400
2022-04-04,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,,38500
2022-04-04,North Dakota,Lamoure,Commercial Turkey Meat Bird,,50900
2022-04-04,South Dakota,Mcpherson,Commercial Turkey Meat Bird,,61000
2022-04-05,Iowa,Hardin,Commercial Turkey Meat Bird,,46000
2022-04-05,Maine,Waldo,WOAH Non-Poultry,,50
2022-04-05,Minnesota,Big Stone,Commercial Turkey Meat Bird,,49500
2022-04-05,Minnesota,Stearns,Commercial Turkey Meat Bird,,40800
2022-04-05,Minnesota,Waseca,Commercial Turkey Meat Bird,,25500
2022-04-05,Minnesota,Meeker,Commercial Turkey Meat Bird,,128500
2022-04-05,Minnesota,Morrison,Commercial Turkey Meat Bird,,26200
2022-04-05,Minnesota,Morrison,Commercial Turkey Meat Bird,,105300
2022-04-05,Missouri,Lawrence,Commercial Turkey Meat Bird,,27600
2022-04-05,Nebraska,Scotts Bluff,WOAH Non-Poultry,,30
2022-04-05,New York,Orleans,WOAH Poultry,,30
2022-04-05,North Carolina,Wayne,Commercial Turkey Meat Bird,,14200
2022-04-05,North Dakota,Cass,WOAH Non-Poultry,,110
2022-04-05,South Dakota,Clark,Commercial Turkey Meat Bird,,24000
2022-04-05,South Dakota,Beadle,Commercial Turkey Meat Bird,,55600
2022-04-05,South Dakota,Spink,Commercial Turkey Meat Bird,,26300
2022-04-05,South Dakota,Faulk,Commercial Turkey Meat Bird,,48000
2022-04-05,Wyoming,Sheridan,WOAH Non-Poultry,,50
2022-04-06,Minnesota,Waseca,Commercial Turkey Meat Bird,,17900
2022-04-06,Missouri,Dade,Commercial Turkey Meat Bird,,14000
2022-04-06,New York,Fulton,WOAH Non-Poultry,,4
2022-04-06,North Carolina,Wayne,Commercial Broiler Production,,65600
2022-04-06,North Carolina,Wayne,Commercial Broiler Production,,216000
2022-04-06,South Dakota,Mcpherson,Commercial Turkey Meat Bird,,45900
2022-04-06,Wyoming,Park,WOAH Non-Poultry,,100
2022-04-07,Minnesota,Kandiyohi,Commercial Turkey Breeder Hens,,20800
2022-04-07,Montana,Judith Basin,WOAH Non-Poultry,,20
2022-04-07,Montana,Cascade,WOAH Poultry,,22000
2022-04-07,North Carolina,Wayne,Commercial Turkey Meat Bird,,18500
2022-04-07,Wisconsin,Racine,WOAH Poultry,,220
2022-04-08,Colorado,Pitkin,WOAH Poultry,,30
2022-04-08,Indiana,Elkhart,Commercial Duck Breeder,,4700
2022-04-08,Minnesota,Renville,Commercial Turkey Meat Bird,,76400
2022-04-08,Minnesota,Otter Tail,Commercial Turkey Meat Bird,,29900
2022-04-08,North Dakota,Stutsman,WOAH Poultry,,40
2022-04-08,South Dakota,Edmunds,Commercial Turkey Meat Bird,,36400
2022-04-08,South Dakota,Clark,Commercial Turkey Meat Bird,,38700
2022-04-09,Minnesota,Le Sueur,Commercial Turkey Meat Bird,,37800
2022-04-09,Minnesota,Stearns,Commercial Turkey Meat Bird,,26100
2022-04-09,Minnesota,Swift,Commercial Turkey Meat Bird,,130900
2022-04-09,South Dakota,Yankton,Commercial Turkey Meat Bird,,76100
2022-04-11,Michigan,Menominee,WOAH Non-Poultry,,70
2022-04-12,Minnesota,Morrison,Commercial Broiler Production,,42900
2022-04-12,Minnesota,Morrison,Commercial Table Egg Layer,,216200
2022-04-12,Minnesota,Yellow Medicine,Commercial Turkey Meat Bird,,44800
2022-04-12,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,,37100
2022-04-12,Minnesota,Morrison,Commercial Turkey Meat Bird,,37600
2022-04-12,Minnesota,Benton,WOAH Non-Poultry,,130
2022-04-12,Montana,Toole,WOAH Non-Poultry,,20
2022-04-12,Nebraska,Dixon,Commercial Table Egg Layer,,1746900
2022-04-12,North Carolina,Wayne,Commercial Broiler Production,,89700
2022-04-12,North Dakota,Sheridan,WOAH Non-Poultry,,30
2022-04-12,Wisconsin,Barron,Commercial Turkey Meat Bird,,46500
2022-04-13,Kansas,Mcpherson,Commercial Turkey Breeder Hens,,6900
2022-04-13,Michigan,Menominee,WOAH Poultry,,350
2022-04-13,Minnesota,Otter Tail,Commercial Turkey Meat Bird,,35700
2022-04-13,Minnesota,Blue Earth,Commercial Turkey Meat Bird,,22700
2022-04-13,Minnesota,Waseca,Commercial Turkey Meat Bird,,20300
2022-04-13,Minnesota,Benton,WOAH Non-Poultry,,7
2022-04-13,North Dakota,Barnes,WOAH Poultry,,90
2022-04-13,South Dakota,Deuel,Commercial Upland Gamebird Producer,,1400
2022-04-14,Idaho,Caribou,WOAH Non-Poultry,,7
2022-04-14,Idaho,Gooding,WOAH Poultry,,20
2022-04-14,Indiana,Elkhart,Commercial Duck Breeder,,6400
2022-04-14,Minnesota,Blue Earth,Commercial Turkey Meat Bird,,26400
2022-04-14,Minnesota,Meeker,Commercial Turkey Meat Bird,,73200
2022-04-14,North Dakota,Lamoure,WOAH Non-Poultry,,10
2022-04-14,Wisconsin,Columbia,WOAH Non-Poultry,,70
2022-04-14,Wisconsin,Sheboygan,WOAH Non-Poultry,,20
2022-04-15,Michigan,Macomb,WOAH Non-Poultry,,40
2022-04-15,Michigan,Livingston,WOAH Non-Poultry,,20
2022-04-15,Pennsylvania,Lancaster,Commercial Table Egg Layer,,1380500
2022-04-15,Utah,Utah,WOAH Non-Poultry,,7
2022-04-15,Wisconsin,Polk,Commercial Turkey Meat Bird,,22000
2022-04-16,Michigan,Menominee,WOAH Non-Poultry,,30
2022-04-19,Colorado,Montrose,Commercial Broiler Breeder,,58000
2022-04-19,Colorado,La Plata,WOAH Poultry,,40
2022-04-19,Idaho,Gooding,WOAH Non-Poultry,,80
2022-04-19,Minnesota,Swift,Commercial Turkey Meat Bird,,31600
2022-04-19,Minnesota,Morrison,Commercial Turkey Meat Bird,,17600
2022-04-19,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,,35700
2022-04-19,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,,38700
2022-04-19,Minnesota,Meeker,Commercial Turkey Meat Bird,,53000
2022-04-19,Minnesota,Morrison,Commercial Turkey Meat Bird,,58100
2022-04-19,Minnesota,Otter Tail,Commercial Turkey Meat Bird,,29700
2022-04-19,Minnesota,Morrison,Commercial Turkey Meat Bird,,47700
2022-04-19,North Dakota,Stutsman,WOAH Poultry,,20
2022-04-20,Idaho,Madison,WOAH Poultry,,200
2022-04-20,Indiana,Elkhart,Commercial Duck Meat Bird,,6600
2022-04-20,Minnesota,Stearns,Commercial Turkey Meat Bird,,72000
2022-04-20,Minnesota,Todd,Commercial Turkey Meat Bird,,30100
2022-04-20,Minnesota,Todd,Commercial Turkey Meat Bird,,30300
2022-04-20,Minnesota,Stearns,Commercial Turkey Meat Bird,,62800
2022-04-20,Montana,Glacier,WOAH Poultry,,54200
2022-04-20,Pennsylvania,Lancaster,Commercial Table Egg Layer,,879400
2022-04-20,Pennsylvania,Lancaster,Commercial Table Egg Layer,,1127700
2022-04-21,Iowa,Bremer,Commercial Turkey Meat Bird,,29200
2022-04-21,Minnesota,Todd,Commercial Turkey Meat Bird,,37000
2022-04-21,Minnesota,Morrison,Commercial Turkey Meat Bird,,40900
2022-04-21,Minnesota,Todd,Commercial Turkey Meat Bird,,19700
2022-04-21,North Dakota,Richland,Commercial Turkey Meat Bird,,27500
2022-04-21,North Dakota,Renville,WOAH Non-Poultry,,70
2022-04-22,Minnesota,Otter Tail,Commercial Turkey Meat Bird,,27300
2022-04-22,Minnesota,Yellow Medicine,Commercial Turkey Meat Bird,,49500
2022-04-22,Minnesota,Swift,Commercial Turkey Meat Bird,,127400
2022-04-22,Pennsylvania,Lancaster,Commercial Broiler Production,,50300
2022-04-23,Wisconsin,Polk,WOAH Non-Poultry,,40
2022-04-25,Michigan,Menominee,WOAH Non-Poultry,,40
2022-04-25,Minnesota,Stearns,Commercial Turkey Meat Bird,,14600
2022-04-25,Minnesota,Rice,WOAH Non-Poultry,,90
2022-04-25,Utah,Cache,Commercial Table Egg Layer,,1501200
2022-04-26,Iowa,Kossuth,WOAH Non-Poultry,,4
2022-04-26,Montana,Missoula,WOAH Non-Poultry,,70
2022-04-26,North Dakota,Richland,WOAH Poultry,,20
2022-04-26,Pennsylvania,Lancaster,Commercial Table Egg Layer,,307400
2022-04-27,Kansas,Republic,WOAH Poultry,,110
2022-04-27,Michigan,Saginaw,WOAH Non-Poultry,,80
2022-04-27,Nebraska,Knox,Commercial Table Egg Layer,,2118000
2022-04-27,Pennsylvania,Lancaster,Commercial Broiler Breeder Pullets,,18100
2022-04-28,Indiana,Johnson,WOAH Non-Poultry,,40
2022-04-28,Michigan,Wexford,WOAH Poultry,,70
2022-04-28,Minnesota,Swift,WOAH Non-Poultry,,20
2022-04-28,Minnesota,Carver,WOAH Non-Poultry,,20
2022-04-28,Vermont,Caledonia,WOAH Non-Poultry,,30
2022-04-28,Wisconsin,Barron,Commercial Turkey Meat Bird,,110700
2022-04-29,Alaska,Matanuska Susitna,WOAH Non-Poultry,,30
2022-04-29,Colorado,Weld,Commercial Table Egg Layer,,1366200
2022-04-29,Minnesota,Stearns,Commercial Turkey Breeder Hens,,9600
2022-04-29,Montana,Fergus,WOAH Non-Poultry,,110
2022-04-29,Montana,Gallatin,WOAH Non-Poultry,,20
2022-04-29,Montana,Pondera,WOAH Non-Poultry,,2000
2022-04-29,Nebraska,Washington,WOAH Non-Poultry,,50
2022-04-29,Pennsylvania,Lancaster,Commercial Duck Meat Bird,,19300
2022-04-29,Wisconsin,Oconto,WOAH Non-Poultry,,220
2022-04-29,Wisconsin,Barron,WOAH Non-Poultry,,150
2022-04-30,Michigan,Branch,WOAH Non-Poultry,,20
2022-04-30,Minnesota,Morrison,WOAH Non-Poultry,,50
2022-04-30,Minnesota,Chisago,WOAH Non-Poultry,,30
2022-04-30,Minnesota,Chisago,WOAH Non-Poultry,,60
2022-04-30,Oklahoma,Sequoyah,Commercial Broiler Breeder,,13800
2022-05-03,Illinois,Kane,WOAH Non-Poultry,,50
2022-05-03,Minnesota,Lyon,Commercial Turkey Meat Bird,,120300
2022-05-03,Minnesota,Chisago,WOAH Non-Poultry,,30
2022-05-03,Pennsylvania,Berks,Commercial Duck Breeder,,29600
2022-05-03,Pennsylvania,Berks,Commercial Duck Meat Bird,,74300
2022-05-03,South Dakota,Beadle,Commercial Turkey Meat Bird,,56200
2022-05-03,Wisconsin,Barron,Commercial Turkey Meat Bird,,19300
2022-05-03,Wisconsin,Barron,Commercial Turkey Meat Bird,,46700
2022-05-03,Wisconsin,Sauk,WOAH Non-Poultry,,40
2022-05-03,Wisconsin,Fond Du Lac,WOAH Non-Poultry,,20
2022-05-03,Wisconsin,Polk,WOAH Non-Poultry,,120
2022-05-04,Iowa,Bremer,WOAH Non-Poultry,,50
2022-05-04,Minnesota,Carver,WOAH Non-Poultry,,30
2022-05-04,South Dakota,Hamlin,WOAH Non-Poultry,,20
2022-05-04,South Dakota,Day,WOAH Poultry,,80
2022-05-05,Oregon,Linn,WOAH Non-Poultry,,90
2022-05-05,Washington,Pacific,WOAH Poultry,,40
2022-05-05,Wisconsin,Pierce,WOAH Non-Poultry,,30
2022-05-06,Michigan,Oakland,WOAH Non-Poultry,,50
2022-05-06,Minnesota,Anoka,WOAH Non-Poultry,,10
2022-05-06,Montana,Fergus,WOAH Non-Poultry,,20
2022-05-07,Washington,Spokane,WOAH Non-Poultry,,80
2022-05-07,Wisconsin,Barron,Commercial Turkey Meat Bird,,20100
2022-05-09,Idaho,Canyon,WOAH Poultry,,50
2022-05-10,Idaho,Ada,WOAH Poultry,,70
2022-05-10,Michigan,Muskegon,Commercial Turkey Meat Bird,,35100
2022-05-10,Minnesota,Todd,WOAH Non-Poultry,,50
2022-05-10,Minnesota,Crow Wing,WOAH Poultry,,150
2022-05-10,Pennsylvania,Berks,Commercial Duck Breeder,,23800
2022-05-10,Pennsylvania,Berks,Commercial Duck Meat Bird,,37300
2022-05-10,Pennsylvania,Lancaster,Commercial Table Egg Layer,,72300
2022-05-10,Washington,Pierce,WOAH Non-Poultry,,20
2022-05-11,Idaho,Ada,WOAH Non-Poultry,,4
2022-05-11,Minnesota,Chisago,WOAH Poultry,,160
2022-05-11,Utah,Cache,WOAH Non-Poultry,,20
2022-05-11,Washington,Clallam,WOAH Non-Poultry,,10
2022-05-11,Washington,Clallam,WOAH Non-Poultry,,10
2022-05-11,Washington,Pierce,WOAH Non-Poultry,,20
2022-05-12,Idaho,Ada,WOAH Non-Poultry,,10
2022-05-12,Minnesota,Chisago,WOAH Non-Poultry,,40
2022-05-12,Minnesota,Grant,WOAH Non-Poultry,,310
2022-05-12,Washington,Okanogan,WOAH Non-Poultry,,20
2022-05-12,Washington,Whatcom,WOAH Non-Poultry,,80
2022-05-13,Idaho,Ada,WOAH Non-Poultry,,60
2022-05-13,Idaho,Canyon,WOAH Non-Poultry,,9
2022-05-13,Wisconsin,Barron,Commercial Turkey Meat Bird,,10500
2022-05-13,Wisconsin,Marinette,WOAH Non-Poultry,,90
2022-05-13,Wyoming,Lincoln,WOAH Non-Poultry,,40
2022-05-13,Wyoming,Sheridan,WOAH Non-Poultry,,20
2022-05-14,Pennsylvania,Berks,Commercial Table Egg Breeder,,83700
2022-05-16,Wisconsin,Dunn,WOAH Non-Poultry,,150
2022-05-17,Idaho,Ada,WOAH Non-Poultry,,20
2022-05-17,Idaho,Canyon,WOAH Non-Poultry,,50
2022-05-17,Idaho,Canyon,WOAH Poultry,,30
2022-05-17,Idaho,Ada,WOAH Poultry,,9
2022-05-17,Idaho,Canyon,WOAH Poultry,,30
2022-05-17,Illinois,Boone,WOAH Non-Poultry,,20
2022-05-17,New Jersey,Monmouth,WOAH Poultry,,60
2022-05-17,North Dakota,Burke,WOAH Non-Poultry,,50
2022-05-17,Oregon,Lane,WOAH Poultry,,450
2022-05-17,Pennsylvania,Berks,Commercial Table Egg Layer,,79000
2022-05-17,Utah,Salt Lake,WOAH Non-Poultry,,30
2022-05-17,Washington,Thurston,WOAH Non-Poultry,,410
2022-05-18,Idaho,Ada,WOAH Non-Poultry,,6
2022-05-18,Idaho,Canyon,WOAH Non-Poultry,,10
2022-05-18,Idaho,Canyon,WOAH Poultry,,6
2022-05-18,Idaho,Canyon,WOAH Poultry,,160
2022-05-18,Minnesota,Kandiyohi,Commercial Turkey Breeder Toms,,4700
2022-05-18,Minnesota,Clay,WOAH Non-Poultry,,20
2022-05-18,Pennsylvania,Berks,Commercial Duck Breeder,,7200
2022-05-19,Colorado,Jefferson,WOAH Non-Poultry,,10
2022-05-19,Idaho,Ada,WOAH Non-Poultry,,30
2022-05-19,Idaho,Canyon,WOAH Non-Poultry,,10
2022-05-19,Idaho,Canyon,WOAH Non-Poultry,,10
2022-05-19,Idaho,Ada,WOAH Poultry,,70
2022-05-19,Indiana,Allen,WOAH Non-Poultry,,7
2022-05-20,Idaho,Ada,WOAH Non-Poultry,,7
2022-05-20,Minnesota,Polk,WOAH Non-Poultry,,50
2022-05-20,South Dakota,Codington,WOAH Poultry,,80
2022-05-20,Wyoming,Campbell,WOAH Non-Poultry,,30
2022-05-21,Minnesota,Dakota,Commercial Turkey Meat Bird,,54400
2022-05-23,Pennsylvania,Berks,Commercial Duck Breeder,,4700
2022-05-23,Wisconsin,Bayfield,WOAH Non-Poultry,,40
2022-05-24,Idaho,Ada,WOAH Non-Poultry,,30
2022-05-24,Washington,King,WOAH Non-Poultry,,7
2022-05-24,Washington,King,WOAH Non-Poultry,,180
2022-05-25,Washington,King,WOAH Non-Poultry,,20
2022-05-27,Washington,Snohomish,WOAH Non-Poultry,,40
2022-05-31,Minnesota,Becker,WOAH Non-Poultry,,40
2022-06-01,Georgia,Toombs,WOAH Non-Poultry,,490
2022-06-02,Pennsylvania,Berks,Commercial Duck Meat Bird,,30100
2022-06-02,Washington,Snohomish,WOAH Non-Poultry,,30
2022-06-06,North Dakota,Mchenry,WOAH Poultry,,30
2022-06-07,Colorado,Weld,Commercial Table Egg Layer,,1936800
2022-06-07,Indiana,Allen,WOAH Poultry,,110
2022-06-07,Washington,King,WOAH Poultry,,50
2022-06-08,Oregon,Polk,WOAH Non-Poultry,,90
2022-06-09,Colorado,Weld,Commercial Table Egg Pullets,,205000
2022-06-09,Indiana,Allen,WOAH Non-Poultry,,40
2022-06-09,Washington,Yakima,WOAH Non-Poultry,,70
2022-06-09,Washington,Snohomish,WOAH Non-Poultry,,30
2022-06-09,Washington,Snohomish,WOAH Non-Poultry,,9
2022-06-13,Utah,Salt Lake,WOAH Non-Poultry,,70
2022-06-14,Washington,Yakima,WOAH Non-Poultry,,30
2022-06-22,Washington,Snohomish,WOAH Non-Poultry,,200
2022-06-22,Washington,King,WOAH Non-Poultry,,9
2022-06-22,Washington,King,WOAH Non-Poultry,,3
2022-06-22,Washington,Yakima,WOAH Non-Poultry,,90
2022-06-24,Washington,Pierce,WOAH Non-Poultry,,50
2022-06-29,Maine,Cumberland,WOAH Non-Poultry,,20
2022-06-29,Washington,Yakima,WOAH Non-Poultry,,6
2022-07-01,Utah,Salt Lake,WOAH Non-Poultry,,20
2022-07-01,Washington,Kitsap,WOAH Non-Poultry,,6
2022-07-01,Washington,King,WOAH Poultry,,220
2022-07-06,Oregon,Linn,WOAH Non-Poultry,,40
2022-07-06,Washington,Jefferson,WOAH Non-Poultry,,20
2022-07-07,Nevada,Carson City,WOAH Non-Poultry,,40
2022-07-12,Oregon,Deschutes,WOAH Poultry,,100
2022-07-14,Utah,Sanpete,Commercial Turkey Meat Bird,,15500
2022-07-15,Oregon,Deschutes,WOAH Poultry,,60
2022-07-19,Oregon,Deschutes,WOAH Poultry,,100
2022-07-19,Utah,Sanpete,Commercial Turkey Meat Bird,,23300
2022-07-19,Washington,Snohomish,WOAH Poultry,,340
2022-07-21,Florida,Seminole,WOAH Non-Poultry,,160
2022-07-21,Oregon,Deschutes,WOAH Poultry,,60
2022-07-22,Oregon,Deschutes,WOAH Non-Poultry,,90
2022-07-22,Oregon,Deschutes,WOAH Non-Poultry,,120
2022-07-26,Montana,Flathead,WOAH Non-Poultry,,7
2022-07-26,Utah,Sanpete,Commercial Turkey Meat Bird,,12700
2022-07-26,Washington,Jefferson,WOAH Non-Poultry,,80
2022-07-28,Oregon,Coos,WOAH Non-Poultry,,20
2022-08-02,Alaska,Bethel,WOAH Non-Poultry,,20
2022-08-10,California,Sacramento,WOAH Non-Poultry,,40
2022-08-11,Pennsylvania,Northampton,WOAH Poultry,,90
2022-08-16,California,Butte,WOAH Non-Poultry,,1100
2022-08-16,Florida,Osceola,WOAH Non-Poultry,,10
2022-08-18,Washington,Walla Walla,WOAH Non-Poultry,,2
2022-08-19,Washington,Kitsap,WOAH Non-Poultry,,10
2022-08-22,California,Fresno,Commercial Broiler Breeder,,33900
2022-08-22,Georgia,Henry,WOAH Non-Poultry,,80
2022-08-23,California,Contra Costa,WOAH Non-Poultry,,60
2022-08-24,Utah,Weber,WOAH Non-Poultry,,20
2022-08-25,Washington,Pierce,WOAH Non-Poultry,,70
2022-08-26,California,Fresno,Commercial Broiler Breeder,,34800
